31000,38.899632,-77.031686
31001,38.893401,-77.085867
31002,38.889955,-77.000349
31003,38.912719,-77.022155
31004,38.903407,-77.043648
31005,38.882915,-76.987907
31006,38.805767,-77.06072
31007,38.9375,-77.0328
31008,38.898364,-77.027869
31009,38.878854,-77.005727
31010,38.883669,-77.113905
31011,38.897222,-77.019347
31012,38.905067,-77.041779
31013,38.893028,-77.026013
31014,38.9126,-77.0135
31015,38.9176,-77.0321
31016,38.894919,-77.046587
31017,38.888251,-77.049426
31018,38.894758,-76.997114
31019,38.89696,-77.00493
31020,38.803124,-77.040363
31021,38.9101,-77.0444
31022,38.8767,-77.0178
31023,38.9101,-77.0444
31024,38.884,-76.995397
31025,38.898364,-77.027869
31026,38.89696,-77.00493
31027,38.9154,-77.0446
31028,38.90985,-77.034438
31029,38.912939,-77.032085
31030,38.89593,-77.089006
31031,38.90534,-77.046774
31032,38.902204,-77.04337
31033,38.888251,-77.049426
31034,38.884,-76.995397
31035,38.886372,-77.017701
31036,38.884,-76.995397
31037,38.903584,-77.044789
31038,38.923203,-77.047637
31039,38.878854,-77.005727
31040,38.886266,-77.022241
31041,38.9059,-77.0325
31042,38.90774,-77.071652
31043,38.8963,-77.045
31044,38.9172,-77.0259
31045,38.89696,-77.00493
31046,38.894758,-76.997114
31047,38.90375,-77.06269
31048,38.804718,-77.043363
31049,38.895914,-77.026064
31050,38.8767,-77.0178
31051,38.932514,-76.992889
31052,38.90088,-77.048911
31053,38.8963,-77.045
31054,38.886372,-77.017701
31055,38.886266,-77.022241
31056,38.90088,-77.048911
31057,38.9059,-77.0325
31058,38.899972,-76.998347
31059,38.890461,-76.988355
31060,38.894832,-76.987633
31061,38.90985,-77.034438
31063,38.9268,-77.0322
31064,38.9172,-77.0259
31065,38.897332,-77.022292
31066,38.9059,-77.0325
31067,38.928121,-77.023795
31068,38.9066,-77.05152
31069,38.9059,-77.0325
31070,38.894514,-77.031617
31071,38.8952,-77.0436
31073,38.8763,-77.0037
31100,38.899983,-76.991383
31101,38.90304,-77.019027
31102,38.917761,-77.04062
31103,38.899408,-77.015289
31104,38.810743,-77.044664
31105,38.90304,-77.019027
31106,38.899632,-77.031686
31107,38.926088,-77.036536
31108,38.888553,-77.032429
31109,38.929464,-77.027822
31110,38.898364,-77.027869
31111,38.899632,-77.031686
31112,38.900412,-77.001949
31113,38.902061,-77.038322
31114,38.90509,-76.9941
31115,38.928121,-77.023795
31116,38.917761,-77.04062
31117,38.89696,-77.00493
31118,38.91554,-77.03818
31119,38.899032,-77.033354
31120,38.895344,-77.016106
31121,38.881185,-77.001828
31200,38.884,-76.995397
31201,38.893028,-77.026013
31202,38.9086,-77.0323
31203,38.90304,-77.019027
31204,38.905737,-77.02227
31205,38.8997,-77.023086
31206,38.90304,-77.019027
31207,38.891696,-77.0846
31208,38.898385,-77.031666
31209,38.888767,-77.02858
31211,38.899983,-76.991383
31212,38.902061,-77.038322
31213,38.90534,-77.046774
31214,38.9155,-77.0222
31215,38.8997,-77.023086
31216,38.902221,-77.059219
31217,38.915417,-77.012289
31218,38.91554,-77.03818
31219,38.897332,-77.022292
31220,38.889955,-77.000349
31221,38.917761,-77.04062
31222,38.888553,-77.032429
31223,38.888251,-77.049426
31224,38.8792,-76.9953
31225,38.883669,-77.113905
31226,38.912939,-77.032085
31227,38.897446,-77.009888
31228,38.90985,-77.034438
31229,38.902,-77.03353
31230,38.9101,-77.0444
31231,38.900022,-76.988422
31232,38.890461,-76.988355
31233,38.90985,-77.034438
31234,38.893028,-77.026013
31235,38.893028,-77.026013
31236,38.8923,-77.0436
31237,38.857866,-77.05949
31238,38.936043,-77.024649
31239,38.9059,-77.0325
31240,38.9319,-77.0388
31241,38.898385,-77.031666
31242,38.9086,-77.0323
31243,38.8923,-77.0436
31244,38.895344,-77.016106
31245,38.8767,-77.0178
31246,38.9057,-77.0056
31247,38.890461,-76.988355
31248,38.854381,-77.053412
31249,38.899983,-76.991383
31250,38.893028,-77.026013
31251,38.897222,-77.019347
31252,38.897222,-77.019347
31253,38.898364,-77.027869
31254,38.897315,-77.070993
31255,38.9126,-77.0135
31256,38.905126,-77.056887
31257,38.898364,-77.027869
31258,38.899983,-76.991383
31259,38.902221,-77.059219
31260,38.88412,-77.017445
31261,38.89696,-77.00493
31262,38.9154,-77.0446
31263,38.894514,-77.031617
31264,38.89968,-77.041539
31265,38.922925,-77.042581
31266,38.89696,-77.00493
31267,38.889365,-77.077294
31268,38.9176,-77.0321
31269,38.905126,-77.056887
31270,38.9155,-77.0222
31271,38.9308,-77.0315
31272,38.8767,-77.0178
31273,38.9346,-76.9955
31300,38.923203,-77.047637
31301,38.867373,-76.988039
31302,38.8946,-77.072305
31303,38.910972,-77.00495
31304,38.9176,-77.0321
31305,38.9057,-77.0056
31306,38.905996,-77.039802
31307,38.912939,-77.032085
31308,38.898364,-77.027869
31309,38.898364,-77.027869
31310,38.908905,-77.04478
31312,38.9057,-77.0056
31313,38.899032,-77.033354
31400,38.90985,-77.034438
31401,38.9121,-77.0387
31402,38.89696,-77.00493
31403,38.895914,-77.026064
31404,38.876393,-77.107735
31405,38.89968,-77.041539
31406,38.897446,-77.009888
31407,38.922925,-77.042581
31500,38.903819,-77.0284
31501,38.89968,-77.041539
31502,38.90088,-77.048911
31503,38.884,-76.995397
31504,38.9066,-77.05152
31505,38.8952,-77.0436
31506,38.901539,-77.046564
31507,38.9101,-77.0444
31508,38.9268,-77.0322
31509,38.9126,-77.0135
31510,38.929464,-77.027822
31511,38.90375,-77.06269
31512,38.936043,-77.024649
31513,38.888251,-77.049426
31514,38.899632,-77.031686
31600,38.90304,-77.019027
31601,38.894919,-77.046587
31602,38.9176,-77.0321
31603,38.88732,-76.983569
31604,38.9308,-77.0315
31605,38.90985,-77.034438
31606,38.917761,-77.04062
31607,38.899032,-77.033354
31608,38.9008,-77.047
31609,38.9121,-77.0387
31610,38.90304,-77.019027
31611,38.886372,-77.017701
31612,38.897446,-77.009888
31613,38.908905,-77.04478
31614,38.90985,-77.034438
31615,38.894758,-76.997114
31616,38.897332,-77.022292
31617,38.900413,-76.982872
31618,38.8997,-77.023086
31619,38.897222,-77.019347
31620,38.9121,-77.0387
31621,38.89696,-77.00493
31622,38.886952,-76.996806
31623,38.89593,-77.089006
31624,38.894514,-77.031617
31625,38.810743,-77.044664
31626,38.9249,-77.0222
31627,38.9066,-77.05152
31628,38.89968,-77.041539
31629,38.894832,-76.987633
31630,38.920669,-77.04368
31631,38.905996,-77.039802
31632,38.8792,-76.9953
31633,38.929464,-77.027822
31634,38.902,-77.03353
31635,38.8946,-77.072305
31636,38.89968,-77.041539
31637,38.905996,-77.039802
31700,38.905996,-77.039802
31701,38.894514,-77.031617
31702,38.90375,-77.06269
31703,38.929464,-77.027822
31705,38.9176,-77.0321
31706,38.893028,-77.026013
31707,38.9155,-77.0222
31708,38.891696,-77.0846
31709,38.9086,-77.0323
31800,38.897446,-77.009888
31801,38.9154,-77.0446
31802,38.9172,-77.0259
31803,38.888251,-77.049426
31804,38.886277,-77.028242
31805,38.884,-76.995397
31806,38.886266,-77.022241
31807,38.923203,-77.047637
32000,38.90534,-77.046774
32001,38.9268,-77.0322
32002,38.89696,-77.00493
32003,38.891696,-77.0846
32004,38.891696,-77.0846
32006,38.923203,-77.047637
32007,38.902,-77.03353
32008,38.803124,-77.040363
32010,38.8963,-77.045
32011,38.8923,-77.0436
32012,38.884734,-77.093485
32013,38.897315,-77.070993
32014,38.805767,-77.06072
32017,38.897332,-77.022292
32019,38.905067,-77.041779
32021,38.897446,-77.009888
32023,38.905126,-77.056887
32025,38.9121,-77.0387
32026,38.897293,-77.05557
32027,38.9057,-77.0056
32028,38.926088,-77.036536
32029,38.903584,-77.044789
32033,38.884,-76.995397
32034,38.9155,-77.0222
32035,38.89968,-77.041539
32036,38.893401,-77.085867
32037,38.9176,-77.0321
32039,38.894832,-76.987633
32040,38.9176,-77.0321
