Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
1790,2015-01-01 13:18:57,2015-01-01 13:48:47,31507,1st & Washington Hospital Center NW,31708,Anacostia Ave & Benning Rd NE / River Terrace ,W20549,Member
742,2015-01-01 13:23:06,2015-01-01 13:35:28,31108,4th & M St SW,31628,1st & K St SE,W00075,Member
580,2015-01-01 13:26:28,2015-01-01 13:36:09,31262,11th & F St NW,31247,Jefferson Dr & 14th St SW,W00675,Casual
1124,2015-01-01 13:39:51,2015-01-01 13:58:35,31307,3000 Connecticut Ave NW / National Zoo,31252,21st St & Pennsylvania Ave NW,W20928,Casual
1113,2015-01-01 13:39:54,2015-01-01 13:58:28,31102,11th & Kenyon St NW,31256,10th & E St NW,W20483,Member
795,2015-01-01 14:26:48,2015-01-01 14:40:04,31245,7th & R St NW / Shaw Library,31222,New York Ave & 15th St NW,W01285,Member
341,2015-01-01 14:30:30,2015-01-01 14:36:11,31401,14th St & Spring Rd NW,31105,14th & Harvard St NW,W00206,Member
2313,2015-01-01 14:39:28,2015-01-01 15:18:02,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W20378,Casual
1769,2015-01-01 14:48:22,2015-01-01 15:17:52,31209,1st & N St  SE,31273,Hains Point/Buckeye & Ohio Dr SW,W00204,Member
551,2015-01-01 15:03:51,2015-01-01 15:13:03,31265,5th St & Massachusetts Ave NW,31238,14th & G St NW,W01404,Member
1689,2015-01-01 15:20:39,2015-01-01 15:48:48,31505,Eckington Pl & Q St NE,31208,M St & New Jersey Ave SE,W21283,Member
1030,2015-01-01 15:46:50,2015-01-01 16:04:01,31619,Lincoln Park / 13th & East Capitol St NE ,31256,10th & E St NW,W20817,Member
1624,2015-01-01 16:03:14,2015-01-01 16:30:19,31627,3rd & M St NE,31270,8th & D St NW,W21815,Casual
1675,2015-01-01 16:09:26,2015-01-01 16:37:22,31307,3000 Connecticut Ave NW / National Zoo,31119,14th & Belmont St NW,W01330,Member
635,2015-01-01 16:16:41,2015-01-01 16:27:17,31616,3rd & H St NE,31223,Convention Center / 7th & M St NW,W00025,Member
8235,2015-01-01 16:19:13,2015-01-01 18:36:28,31217,USDA / 12th & Independence Ave SW,31217,USDA / 12th & Independence Ave SW,W00255,Casual
428,2015-01-01 16:26:17,2015-01-01 16:33:25,31229,New Hampshire Ave & T St NW,31201,15th & P St NW,W21407,Member
549,2015-01-01 16:34:18,2015-01-01 16:43:28,31232,7th & F St NW / National Portrait Gallery,31235,19th St & Constitution Ave NW,W20751,Member
753,2015-01-01 16:39:09,2015-01-01 16:51:43,31634,3rd & Tingey St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W00579,Casual
442,2015-01-01 16:51:08,2015-01-01 16:58:31,31223,Convention Center / 7th & M St NW,31111,10th & U St NW,W21185,Casual
262,2015-01-01 16:57:29,2015-01-01 17:01:51,31113,Columbia Rd & Belmont St NW,31117,15th & Euclid St  NW,W20968,Member
194,2015-01-01 17:10:26,2015-01-01 17:13:41,31212,21st & M St NW,31257,22nd & I St NW / Foggy Bottom,W21559,Member
461,2015-01-01 17:12:49,2015-01-01 17:20:31,31237,25th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W21606,Member
180,2015-01-01 17:53:52,2015-01-01 17:56:53,31505,Eckington Pl & Q St NE,31603,1st & M St NE,W00149,Member
459,2015-01-01 18:23:00,2015-01-01 18:30:40,31505,Eckington Pl & Q St NE,31604,3rd & H St NW,W20718,Member
507,2015-01-01 18:30:51,2015-01-01 18:39:19,31272,Washington & Independence Ave SW/HHS,31264,6th St & Indiana Ave NW,W01201,Member
200,2015-01-01 19:09:39,2015-01-01 19:13:00,31600,5th & K St NW,31604,3rd & H St NW,W21228,Member
262,2015-01-01 19:40:53,2015-01-01 19:45:16,31627,3rd & M St NE,31623,Columbus Circle / Union Station,W20655,Member
516,2015-01-01 19:44:02,2015-01-01 19:52:38,31040,Fairfax Dr & Kenmore St,31089,Court House Metro / 15th & N Uhle St ,W01021,Member
266,2015-01-01 20:22:28,2015-01-01 20:26:54,31606,Potomac & Pennsylvania Ave SE,31608,8th & Eye St SE / Barracks Row,W20329,Member
1009,2015-01-01 20:22:43,2015-01-01 20:39:33,31507,1st & Washington Hospital Center NW,31604,3rd & H St NW,W01465,Member
143,2015-01-01 20:26:22,2015-01-01 20:28:45,31611,13th & H St NE,31617,Bladensburg Rd & Benning Rd NE,W00329,Member
330,2015-01-01 20:53:02,2015-01-01 20:58:33,31119,14th & Belmont St NW,31245,7th & R St NW / Shaw Library,W01366,Member
605,2015-01-01 21:08:54,2015-01-01 21:18:59,31507,1st & Washington Hospital Center NW,31509,New Jersey Ave & R St NW,W21537,Member
251,2015-01-01 21:33:35,2015-01-01 21:37:47,31608,8th & Eye St SE / Barracks Row,31606,Potomac & Pennsylvania Ave SE,W00780,Member
595,2015-01-01 21:34:41,2015-01-01 21:44:37,31121,Calvert St & Woodley Pl NW,31115,Columbia Rd & Georgia Ave NW,W21029,Member
407,2015-01-01 21:50:17,2015-01-01 21:57:04,31200,Massachusetts Ave & Dupont Circle NW,31266,11th & M St NW,W21582,Member
324,2015-01-02 00:28:37,2015-01-02 00:34:02,31616,3rd & H St NE,31617,Bladensburg Rd & Benning Rd NE,W00422,Member
494,2015-01-02 05:11:16,2015-01-02 05:19:30,31245,7th & R St NW / Shaw Library,31239,Rhode Island & Connecticut Ave NW,W20521,Member
385,2015-01-02 06:02:03,2015-01-02 06:08:28,31612,D St & Maryland Ave NE,31620,5th & F St NW,W20593,Member
452,2015-01-02 06:50:16,2015-01-02 06:57:49,31201,15th & P St NW,31255,24th & N St NW,W21340,Member
692,2015-01-02 07:24:55,2015-01-02 07:36:28,31207,Georgia Ave and Fairmont St NW,31121,Calvert St & Woodley Pl NW,W21603,Member
192,2015-01-02 07:30:48,2015-01-02 07:34:00,31030,Lee Hwy & N Adams St,31017,Wilson Blvd & N Uhle St,W00868,Member
322,2015-01-02 07:49:39,2015-01-02 07:55:01,31612,D St & Maryland Ave NE,31610,Eastern Market / 7th & North Carolina Ave SE,W21315,Member
358,2015-01-02 08:12:34,2015-01-02 08:18:32,31506,1st & Rhode Island Ave NW,31109,7th & T St NW,W21856,Member
1004,2015-01-02 08:14:24,2015-01-02 08:31:08,31506,1st & Rhode Island Ave NW,31231,14th & D St NW / Ronald Reagan Building,W01084,Member
622,2015-01-02 08:17:31,2015-01-02 08:27:53,31402,14th St Heights / 14th & Crittenden St NW,31119,14th & Belmont St NW,W01093,Member
662,2015-01-02 08:30:44,2015-01-02 08:41:47,31245,7th & R St NW / Shaw Library,31104,Adams Mill & Columbia Rd NW,W01129,Member
884,2015-01-02 08:47:56,2015-01-02 09:02:41,31623,Columbus Circle / Union Station,31222,New York Ave & 15th St NW,W00008,Member
336,2015-01-02 08:48:50,2015-01-02 08:54:26,31203,14th & Rhode Island Ave NW,31223,Convention Center / 7th & M St NW,W01338,Member
879,2015-01-02 08:56:50,2015-01-02 09:11:30,31207,Georgia Ave and Fairmont St NW,31276,15th & L St NW,W21375,Member
496,2015-01-02 09:04:36,2015-01-02 09:12:52,31514,Hamlin & 7th St NE,31627,3rd & M St NE,W00227,Member
408,2015-01-02 09:06:41,2015-01-02 09:13:30,31622,13th & D St NE,31623,Columbus Circle / Union Station,W20993,Member
222,2015-01-02 09:35:00,2015-01-02 09:38:43,31245,7th & R St NW / Shaw Library,31202,14th & R St NW,W21348,Member
1120,2015-01-02 09:48:39,2015-01-02 10:07:20,31066,Columbia Pike & S Orme St,31235,19th St & Constitution Ave NW,W00893,Member
774,2015-01-02 09:56:18,2015-01-02 10:09:13,31223,Convention Center / 7th & M St NW,31246,M St & Pennsylvania Ave NW,W20148,Member
135,2015-01-02 10:14:00,2015-01-02 10:16:15,31119,14th & Belmont St NW,31268,12th & U St NW,W01093,Member
1868,2015-01-02 10:30:18,2015-01-02 11:01:26,31611,13th & H St NE,31278,18th & R St NW,W21144,Member
993,2015-01-02 11:02:11,2015-01-02 11:18:45,31637,North Capitol St & G Pl NE,31202,14th & R St NW,W00384,Member
2594,2015-01-02 11:09:25,2015-01-02 11:52:39,31227,13th St & New York Ave NW,31219,10th St & Constitution Ave NW,W20119,Casual
412,2015-01-02 11:12:10,2015-01-02 11:19:03,31629,8th & East Capitol St NE,31616,3rd & H St NE,W21321,Member
1267,2015-01-02 11:22:21,2015-01-02 11:43:29,31255,24th & N St NW,31258,Lincoln Memorial,W00748,Casual
401,2015-01-02 11:43:22,2015-01-02 11:50:03,31109,7th & T St NW,31239,Rhode Island & Connecticut Ave NW,W01025,Member
745,2015-01-02 11:44:38,2015-01-02 11:57:03,31600,5th & K St NW,31202,14th & R St NW,W00737,Member
134,2015-01-02 11:48:06,2015-01-02 11:50:20,32008,Cordell & Norfolk Ave,32027,Battery Ln & Trolley Trail,W20891,Member
2002,2015-01-02 12:03:29,2015-01-02 12:36:52,31109,7th & T St NW,31258,Lincoln Memorial,W21162,Member
221,2015-01-02 12:03:40,2015-01-02 12:07:22,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W01415,Member
614,2015-01-02 12:13:23,2015-01-02 12:23:38,31623,Columbus Circle / Union Station,31505,Eckington Pl & Q St NE,W00749,Member
329,2015-01-02 12:15:10,2015-01-02 12:20:40,32037,King Farm Blvd & Pleasant Dr,32045,Shady Grove Metro West,W01433,Member
1555,2015-01-02 12:24:59,2015-01-02 12:50:54,31110,20th St & Florida Ave NW,31314,34th & Water St NW,W00106,Member
638,2015-01-02 12:30:12,2015-01-02 12:40:50,31277,17th & G St NW,31216,14th St & New York Ave NW,W20518,Casual
1842,2015-01-02 12:35:02,2015-01-02 13:05:45,31202,14th & R St NW,31235,19th St & Constitution Ave NW,W00384,Casual
375,2015-01-02 12:38:21,2015-01-02 12:44:36,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W21250,Member
12439,2015-01-02 12:41:47,2015-01-02 16:09:06,32002,Bethesda Ave & Arlington Rd,32002,Bethesda Ave & Arlington Rd,W20046,Casual
187,2015-01-02 13:00:54,2015-01-02 13:04:02,31204,20th & E St NW,31257,22nd & I St NW / Foggy Bottom,W20472,Member
401,2015-01-02 13:02:24,2015-01-02 13:09:05,31102,11th & Kenyon St NW,31117,15th & Euclid St  NW,W00685,Member
503,2015-01-02 13:04:43,2015-01-02 13:13:06,31223,Convention Center / 7th & M St NW,31233,17th & K St NW / Farragut Square,W21963,Member
6619,2015-01-02 13:09:28,2015-01-02 14:59:48,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20436,Casual
763,2015-01-02 13:17:48,2015-01-02 13:30:32,31607,14th & D St SE,31610,Eastern Market / 7th & North Carolina Ave SE,W21554,Member
2018,2015-01-02 13:24:33,2015-01-02 13:58:12,31200,Massachusetts Ave & Dupont Circle NW,31302,Wisconsin Ave & Newark St NW,W20055,Casual
165,2015-01-02 13:34:57,2015-01-02 13:37:43,31257,22nd & I St NW / Foggy Bottom,31237,25th St & Pennsylvania Ave NW,W20058,Member
381,2015-01-02 13:41:05,2015-01-02 13:47:27,31251,12th & L St NW,31268,12th & U St NW,W20706,Member
398,2015-01-02 14:09:49,2015-01-02 14:16:28,31247,Jefferson Dr & 14th St SW,31206,19th & E Street NW,W21970,Member
434,2015-01-02 14:11:11,2015-01-02 14:18:26,31622,13th & D St NE,31623,Columbus Circle / Union Station,W21592,Member
384,2015-01-02 14:30:35,2015-01-02 14:36:59,31622,13th & D St NE,31607,14th & D St SE,W00199,Member
812,2015-01-02 14:43:10,2015-01-02 14:56:42,31266,11th & M St NW,31266,11th & M St NW,W00890,Member
823,2015-01-02 14:44:46,2015-01-02 14:58:30,31256,10th & E St NW,31627,3rd & M St NE,W21574,Member
342,2015-01-02 14:47:39,2015-01-02 14:53:22,31270,8th & D St NW,31217,USDA / 12th & Independence Ave SW,W00165,Member
510,2015-01-02 15:05:57,2015-01-02 15:14:27,31627,3rd & M St NE,31611,13th & H St NE,W20296,Member
356,2015-01-02 15:18:16,2015-01-02 15:24:13,31117,15th & Euclid St  NW,31200,Massachusetts Ave & Dupont Circle NW,W00685,Member
478,2015-01-02 15:24:05,2015-01-02 15:32:04,31507,1st & Washington Hospital Center NW,31102,11th & Kenyon St NW,W21949,Member
484,2015-01-02 15:30:21,2015-01-02 15:38:26,31011,23rd & Crystal Dr,31005,Pentagon City Metro / 12th & S Hayes St,W20633,Member
296,2015-01-02 15:45:54,2015-01-02 15:50:51,31218,L'Enfant Plaza / 7th & C St SW,31108,4th & M St SW,W20499,Member
308,2015-01-02 16:00:34,2015-01-02 16:05:43,31101,14th & V St NW,31116,California St & Florida Ave NW,W00510,Member
6145,2015-01-02 16:04:08,2015-01-02 17:46:33,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31257,22nd & I St NW / Foggy Bottom,W20341,Casual
846,2015-01-02 16:23:10,2015-01-02 16:37:17,31400,Georgia & New Hampshire Ave NW,31203,14th & Rhode Island Ave NW,W21659,Member
226,2015-01-02 16:26:03,2015-01-02 16:29:50,31635,Potomac Ave & 8th St SE,31208,M St & New Jersey Ave SE,W00427,Member
1294,2015-01-02 16:42:58,2015-01-02 17:04:32,31224,19th & L St NW,31112,Harvard St & Adams Mill Rd NW,W00733,Member
240,2015-01-02 16:44:41,2015-01-02 16:48:41,31228,8th & H St NW,31270,8th & D St NW,W20039,Member
641,2015-01-02 16:51:40,2015-01-02 17:02:21,31258,Lincoln Memorial,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W21794,Casual
457,2015-01-02 16:52:23,2015-01-02 17:00:00,31201,15th & P St NW,31110,20th St & Florida Ave NW,W20402,Member
457,2015-01-02 17:03:20,2015-01-02 17:10:57,31244,4th & E St SW,31628,1st & K St SE,W20881,Member
1405,2015-01-02 17:03:20,2015-01-02 17:26:46,31252,21st St & Pennsylvania Ave NW,31236,37th & O St NW / Georgetown University,W21475,Casual
1437,2015-01-02 17:10:40,2015-01-02 17:34:38,31225,C & O Canal & Wisconsin Ave NW,31274,10th & G St NW,W21544,Casual
82,2015-01-02 17:12:58,2015-01-02 17:14:21,31229,New Hampshire Ave & T St NW,31214,17th & Corcoran St NW,W21340,Member
299,2015-01-02 17:32:18,2015-01-02 17:37:18,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W01076,Member
359,2015-01-02 17:36:27,2015-01-02 17:42:27,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W00365,Member
904,2015-01-02 17:43:34,2015-01-02 17:58:38,31211,Kennedy Center,31214,17th & Corcoran St NW,W20935,Member
241,2015-01-02 17:46:21,2015-01-02 17:50:22,31636,New Jersey Ave & N St NW/Dunbar HS,31223,Convention Center / 7th & M St NW,W21583,Member
285,2015-01-02 17:50:59,2015-01-02 17:55:44,31615,6th & H St NE,31603,1st & M St NE,W20828,Member
512,2015-01-02 18:01:00,2015-01-02 18:09:33,31238,14th & G St NW,31201,15th & P St NW,W21291,Member
2153,2015-01-02 18:06:51,2015-01-02 18:42:44,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31246,M St & Pennsylvania Ave NW,W00051,Casual
256,2015-01-02 18:07:25,2015-01-02 18:11:42,31513,Rhode Island Ave & V St NE,31503,Florida Ave & R St NW,W01349,Member
679,2015-01-02 18:08:47,2015-01-02 18:20:07,31247,Jefferson Dr & 14th St SW,31249,Jefferson Memorial,W21556,Member
279,2015-01-02 18:25:24,2015-01-02 18:30:04,31103,16th & Harvard St NW,31113,Columbia Rd & Belmont St NW,W00638,Member
395,2015-01-02 18:29:40,2015-01-02 18:36:16,31226,34th St & Wisconsin Ave NW,31246,M St & Pennsylvania Ave NW,W00629,Member
236,2015-01-02 18:31:56,2015-01-02 18:35:52,31600,5th & K St NW,31620,5th & F St NW,W01359,Member
235,2015-01-02 18:34:01,2015-01-02 18:37:56,31201,15th & P St NW,31214,17th & Corcoran St NW,W20409,Member
552,2015-01-02 18:34:45,2015-01-02 18:43:58,31623,Columbus Circle / Union Station,31611,13th & H St NE,W20747,Member
521,2015-01-02 18:40:35,2015-01-02 18:49:17,31257,22nd & I St NW / Foggy Bottom,31201,15th & P St NW,W20222,Member
384,2015-01-02 18:46:19,2015-01-02 18:52:44,31222,New York Ave & 15th St NW,31265,5th St & Massachusetts Ave NW,W00008,Member
556,2015-01-02 18:48:30,2015-01-02 18:57:47,31621,4th & D St NW / Judiciary Square,31603,1st & M St NE,W20220,Member
759,2015-01-02 19:56:42,2015-01-02 20:09:22,31082,Eisenhower Ave & Mill Race Ln,31046,Henry St & Pendleton St,W00517,Member
146,2015-01-02 20:09:49,2015-01-02 20:12:16,31612,D St & Maryland Ave NE,31615,6th & H St NE,W00529,Member
632,2015-01-02 20:40:05,2015-01-02 20:50:38,31505,Eckington Pl & Q St NE,31202,14th & R St NW,W00308,Member
204,2015-01-02 21:05:06,2015-01-02 21:08:31,31612,D St & Maryland Ave NE,31610,Eastern Market / 7th & North Carolina Ave SE,W20432,Member
601,2015-01-02 21:49:35,2015-01-02 21:59:36,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W20031,Member
451,2015-01-02 22:15:58,2015-01-02 22:23:30,31203,14th & Rhode Island Ave NW,31111,10th & U St NW,W21010,Member
260,2015-01-02 22:19:58,2015-01-02 22:24:19,31102,11th & Kenyon St NW,31400,Georgia & New Hampshire Ave NW,W01337,Member
519,2015-01-03 00:14:00,2015-01-03 00:22:39,31239,Rhode Island & Connecticut Ave NW,31239,Rhode Island & Connecticut Ave NW,W20927,Casual
229,2015-01-03 09:16:53,2015-01-03 09:20:42,31505,Eckington Pl & Q St NE,31503,Florida Ave & R St NW,W20511,Member
650,2015-01-03 09:42:22,2015-01-03 09:53:12,31503,Florida Ave & R St NW,31201,15th & P St NW,W00034,Member
412,2015-01-03 10:23:19,2015-01-03 10:30:11,31631,8th & F St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W20723,Member
1035,2015-01-03 10:28:15,2015-01-03 10:45:31,31277,17th & G St NW,31247,Jefferson Dr & 14th St SW,W00017,Casual
2858,2015-01-03 10:57:29,2015-01-03 11:45:08,31261,21st St & Constitution Ave NW,31261,21st St & Constitution Ave NW,W00874,Casual
975,2015-01-03 10:58:47,2015-01-03 11:15:02,31223,Convention Center / 7th & M St NW,31631,8th & F St NE,W00428,Member
350,2015-01-03 11:05:15,2015-01-03 11:11:05,31503,Florida Ave & R St NW,31603,1st & M St NE,W01316,Member
391,2015-01-03 11:17:01,2015-01-03 11:23:33,31274,10th & G St NW,31624,North Capitol St & F St NW,W21608,Member
508,2015-01-03 12:10:23,2015-01-03 12:18:52,31121,Calvert St & Woodley Pl NW,31200,Massachusetts Ave & Dupont Circle NW,W21606,Member
505,2015-01-03 12:11:43,2015-01-03 12:20:09,31257,22nd & I St NW / Foggy Bottom,31229,New Hampshire Ave & T St NW,W01143,Member
264,2015-01-03 12:47:40,2015-01-03 12:52:05,31104,Adams Mill & Columbia Rd NW,31214,17th & Corcoran St NW,W20538,Member
307,2015-01-03 13:16:58,2015-01-03 13:22:05,31602,Park Rd & Holmead Pl NW,31119,14th & Belmont St NW,W01129,Member
532,2015-01-03 13:19:41,2015-01-03 13:28:33,31232,7th & F St NW / National Portrait Gallery,31266,11th & M St NW,W21868,Casual
172,2015-01-03 13:34:11,2015-01-03 13:37:03,31400,Georgia & New Hampshire Ave NW,31102,11th & Kenyon St NW,W21927,Member
315,2015-01-03 13:39:34,2015-01-03 13:44:49,31266,11th & M St NW,31230,Metro Center / 12th & G St NW,W21868,Member
382,2015-01-03 13:56:58,2015-01-03 14:03:21,31229,New Hampshire Ave & T St NW,31245,7th & R St NW / Shaw Library,W00608,Member
185,2015-01-03 14:14:42,2015-01-03 14:17:47,31023,Fairfax Dr & Wilson Blvd,31033,Barcroft Community Center,W21287,Member
206,2015-01-03 14:46:30,2015-01-03 14:49:56,31230,Metro Center / 12th & G St NW,31274,10th & G St NW,W00139,Member
827,2015-01-03 14:46:54,2015-01-03 15:00:42,31508,Gallaudet / 8th St & Florida Ave NE,31230,Metro Center / 12th & G St NW,W00689,Member
347,2015-01-03 14:50:29,2015-01-03 14:56:16,31085,Mount Vernon Ave & E Nelson Ave,31047,Braddock Rd Metro,W00366,Member
346,2015-01-03 15:01:18,2015-01-03 15:07:05,31616,3rd & H St NE,31611,13th & H St NE,W21244,Member
107,2015-01-03 15:36:30,2015-01-03 15:38:17,31104,Adams Mill & Columbia Rd NW,31113,Columbia Rd & Belmont St NW,W00520,Member
601,2015-01-03 16:00:31,2015-01-03 16:10:32,31234,20th & O St NW / Dupont South,31116,California St & Florida Ave NW,W01226,Member
215,2015-01-03 16:04:07,2015-01-03 16:07:42,31605,3rd & D St SE,31618,4th & East Capitol St NE,W20723,Member
276,2015-01-03 16:20:17,2015-01-03 16:24:54,31627,3rd & M St NE,31623,Columbus Circle / Union Station,W20799,Member
571,2015-01-03 16:20:52,2015-01-03 16:30:24,31618,4th & East Capitol St NE,31620,5th & F St NW,W20723,Member
163,2015-01-03 16:59:11,2015-01-03 17:01:54,31406,14th & Upshur St NW,31402,14th St Heights / 14th & Crittenden St NW,W21795,Member
534,2015-01-03 17:26:01,2015-01-03 17:34:56,31623,Columbus Circle / Union Station,31632,15th & F St NE,W20799,Member
310,2015-01-03 17:43:06,2015-01-03 17:48:16,31603,1st & M St NE,31517,Union Market/6th St & Neal Pl NE,W00831,Member
376,2015-01-03 17:46:42,2015-01-03 17:52:58,31223,Convention Center / 7th & M St NW,31202,14th & R St NW,W00164,Member
255,2015-01-03 17:53:23,2015-01-03 17:57:39,31101,14th & V St NW,31116,California St & Florida Ave NW,W00253,Member
700,2015-01-03 18:14:32,2015-01-03 18:26:12,31113,Columbia Rd & Belmont St NW,31602,Park Rd & Holmead Pl NW,W21359,Member
599,2015-01-03 18:22:43,2015-01-03 18:32:43,31244,4th & E St SW,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00371,Member
404,2015-01-03 18:51:32,2015-01-03 18:58:16,31631,8th & F St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00422,Member
743,2015-01-03 19:12:42,2015-01-03 19:25:06,31109,7th & T St NW,31517,Union Market/6th St & Neal Pl NE,W00877,Member
311,2015-01-03 19:41:18,2015-01-03 19:46:29,31616,3rd & H St NE,31614,11th & H St NE,W20464,Member
220,2015-01-03 22:29:14,2015-01-03 22:32:54,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W00458,Member
389,2015-01-04 00:12:25,2015-01-04 00:18:54,31267,17th St & Massachusetts Ave NW,31228,8th & H St NW,W00732,Member
2459,2015-01-04 00:32:15,2015-01-04 01:13:15,31627,3rd & M St NE,31272,Washington & Independence Ave SW/HHS,W00401,Casual
813,2015-01-04 00:43:41,2015-01-04 00:57:14,31213,17th & K St NW,31114,18th St & Wyoming Ave NW,W21263,Member
181,2015-01-04 02:20:49,2015-01-04 02:23:50,31244,4th & E St SW,31108,4th & M St SW,W21621,Member
206,2015-01-04 09:31:39,2015-01-04 09:35:05,31636,New Jersey Ave & N St NW/Dunbar HS,31603,1st & M St NE,W00259,Member
323,2015-01-04 09:32:13,2015-01-04 09:37:36,31616,3rd & H St NE,31611,13th & H St NE,W21526,Member
487,2015-01-04 10:07:52,2015-01-04 10:16:00,31630,15th & East Capitol St NE,31623,Columbus Circle / Union Station,W20529,Member
1455,2015-01-04 10:23:04,2015-01-04 10:47:20,31116,California St & Florida Ave NW,31272,Washington & Independence Ave SW/HHS,W20600,Member
1195,2015-01-04 10:28:03,2015-01-04 10:47:58,31619,Lincoln Park / 13th & East Capitol St NE ,31266,11th & M St NW,W00872,Member
429,2015-01-04 10:40:49,2015-01-04 10:47:59,31401,14th St & Spring Rd NW,31101,14th & V St NW,W20201,Member
1990,2015-01-04 10:42:19,2015-01-04 11:15:30,31249,Jefferson Memorial,31249,Jefferson Memorial,W00493,Casual
96,2015-01-04 10:50:44,2015-01-04 10:52:20,31628,1st & K St SE,31208,M St & New Jersey Ave SE,W21705,Member
1008,2015-01-04 10:52:36,2015-01-04 11:09:25,31624,North Capitol St & F St NW,31117,15th & Euclid St  NW,W21847,Member
449,2015-01-04 10:56:36,2015-01-04 11:04:05,31505,Eckington Pl & Q St NE,31624,North Capitol St & F St NW,W00895,Member
637,2015-01-04 11:05:39,2015-01-04 11:16:16,31313,Connecticut Ave & Tilden St NW,31302,Wisconsin Ave & Newark St NW,W01012,Member
322,2015-01-04 11:24:09,2015-01-04 11:29:31,31224,19th & L St NW,31239,Rhode Island & Connecticut Ave NW,W20162,Member
666,2015-01-04 11:44:31,2015-01-04 11:55:37,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W21148,Member
247,2015-01-04 11:53:25,2015-01-04 11:57:32,31629,8th & East Capitol St NE,31605,3rd & D St SE,W21380,Member
743,2015-01-04 12:03:14,2015-01-04 12:15:38,31503,Florida Ave & R St NW,31266,11th & M St NW,W21968,Member
199,2015-01-04 12:10:32,2015-01-04 12:13:51,31400,Georgia & New Hampshire Ave NW,31102,11th & Kenyon St NW,W00356,Member
255,2015-01-04 12:12:30,2015-01-04 12:16:46,31266,11th & M St NW,31239,Rhode Island & Connecticut Ave NW,W01089,Member
