Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
646,2016-07-01 13:28:24,2016-07-01 13:39:10,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31279,19th & G St NW,W20349,Member
310,2016-07-01 13:34:13,2016-07-01 13:39:24,31251,12th & L St NW,31230,Metro Center / 12th & G St NW,W20982,Member
1499,2016-07-01 13:45:19,2016-07-01 14:10:18,31247,Jefferson Dr & 14th St SW,31288,4th St & Madison Dr NW,W21549,Casual
740,2016-07-01 14:06:36,2016-07-01 14:18:57,31201,15th & P St NW,31246,M St & Pennsylvania Ave NW,W01255,Member
41428,2016-07-01 14:08:44,2016-07-02 01:39:12,31247,Jefferson Dr & 14th St SW,31247,Jefferson Dr & 14th St SW,W20619,Casual
1494,2016-07-01 14:11:49,2016-07-01 14:36:44,31249,Jefferson Memorial,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W22251,Casual
329,2016-07-01 14:33:51,2016-07-01 14:39:21,31212,21st & M St NW,31277,17th & G St NW,W22532,Member
402,2016-07-01 14:34:55,2016-07-01 14:41:38,31200,Massachusetts Ave & Dupont Circle NW,31257,22nd & I St NW / Foggy Bottom,W01200,Member
631,2016-07-01 14:34:58,2016-07-01 14:45:29,31406,14th & Upshur St NW,31122,16th & Irving St NW,W00090,Member
1947,2016-07-01 14:44:25,2016-07-01 15:16:53,31108,4th & M St SW,31202,14th & R St NW,W20852,Member
1116,2016-07-01 15:06:19,2016-07-01 15:24:55,31403,5th & Kennedy St NW,31280,11th & S St NW,W22489,Member
189,2016-07-01 15:15:33,2016-07-01 15:18:43,31215,Georgetown Harbor / 30th St NW,31237,25th St & Pennsylvania Ave NW,W00042,Member
480,2016-07-01 15:17:35,2016-07-01 15:25:35,31266,11th & M St NW,31212,21st & M St NW,W22157,Member
1052,2016-07-01 15:24:13,2016-07-01 15:41:45,31600,5th & K St NW,31638,1st & H St NW,W22513,Member
1769,2016-07-01 15:25:51,2016-07-01 15:55:21,31247,Jefferson Dr & 14th St SW,31264,6th St & Indiana Ave NW,W20182,Casual
288,2016-07-01 15:48:46,2016-07-01 15:53:35,31271,Constitution Ave & 2nd St NW/DOL,31218,L'Enfant Plaza / 7th & C St SW,W20339,Member
624,2016-07-01 15:52:52,2016-07-01 16:03:17,31224,19th & L St NW,31202,14th & R St NW,W20340,Member
214,2016-07-01 16:09:26,2016-07-01 16:13:01,31083,Potomac Greens Dr & Slaters Ln,31047,Braddock Rd Metro,W01484,Member
2360,2016-07-01 16:13:55,2016-07-01 16:53:16,31618,4th & East Capitol St NE,31225,C & O Canal & Wisconsin Ave NW,W00776,Member
501,2016-07-01 16:17:02,2016-07-01 16:25:23,31247,Jefferson Dr & 14th St SW,31238,14th & G St NW,W20667,Casual
1591,2016-07-01 16:30:43,2016-07-01 16:57:14,31618,4th & East Capitol St NE,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01158,Casual
1083,2016-07-01 16:32:42,2016-07-01 16:50:46,31084,Ballenger Ave & Dulaney St,31086,Mount Vernon Ave & E Del Ray Ave,W21657,Member
667,2016-07-01 16:33:33,2016-07-01 16:44:41,31616,3rd & H St NE,31251,12th & L St NW,W00770,Member
1845,2016-07-01 16:48:15,2016-07-01 17:19:01,31057,S Four Mile Run Dr & S Shirlington Rd,31904,East Falls Church Metro/Sycamore St & 19th St N,W22006,Member
815,2016-07-01 16:53:56,2016-07-01 17:07:31,31624,North Capitol St & F St NW,31628,1st & K St SE,W21668,Member
529,2016-07-01 16:56:40,2016-07-01 17:05:29,31212,21st & M St NW,31214,17th & Corcoran St NW,W21718,Member
427,2016-07-01 16:58:43,2016-07-01 17:05:51,31262,11th & F St NW,31270,8th & D St NW,W21143,Member
924,2016-07-01 17:04:01,2016-07-01 17:19:26,31255,24th & N St NW,31203,14th & Rhode Island Ave NW,W21419,Member
734,2016-07-01 17:13:15,2016-07-01 17:25:29,31628,1st & K St SE,31603,1st & M St NE,W01370,Member
317,2016-07-01 17:17:09,2016-07-01 17:22:26,31281,8th & O St NW,31232,7th & F St NW / National Portrait Gallery,W21339,Member
380,2016-07-01 17:19:37,2016-07-01 17:25:58,31100,19th St & Pennsylvania Ave NW,31222,New York Ave & 15th St NW,W20400,Member
1370,2016-07-01 17:20:46,2016-07-01 17:43:36,31605,3rd & D St SE,31633,Independence Ave & L'Enfant Plaza SW/DOE,W00771,Casual
1054,2016-07-01 17:21:47,2016-07-01 17:39:21,32002,Bethesda Ave & Arlington Rd,32040,Friendship Blvd & Willard Ave,W20627,Member
89,2016-07-01 17:32:22,2016-07-01 17:33:52,31627,3rd & M St NE,31627,3rd & M St NE,W20788,Member
124,2016-07-01 17:35:25,2016-07-01 17:37:29,31234,20th & O St NW / Dupont South,31212,21st & M St NW,W00280,Member
401,2016-07-01 17:51:57,2016-07-01 17:58:38,31519,1st & O St NW,31603,1st & M St NE,W00907,Member
441,2016-07-01 18:21:49,2016-07-01 18:29:10,31221,18th & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W01269,Casual
1052,2016-07-01 18:51:08,2016-07-01 19:08:41,31239,Rhode Island & Connecticut Ave NW,31118,3rd & Elm St NW,W21757,Member
559,2016-07-01 19:26:41,2016-07-01 19:36:00,31288,4th St & Madison Dr NW,31108,4th & M St SW,W20726,Member
196,2016-07-01 19:30:07,2016-07-01 19:33:24,31253,19th & K St NW,31213,17th & K St NW,W22402,Member
1045,2016-07-01 19:34:53,2016-07-01 19:52:18,31609,Maine Ave & 7th St SW,31628,1st & K St SE,W21572,Member
171,2016-07-01 19:34:56,2016-07-01 19:37:48,31105,14th & Harvard St NW,31119,14th & Belmont St NW,W00856,Member
398,2016-07-01 19:40:54,2016-07-01 19:47:32,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W21154,Casual
407,2016-07-01 19:41:14,2016-07-01 19:48:02,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31626,15th St & Massachusetts Ave SE,W20959,Member
434,2016-07-01 19:51:52,2016-07-01 19:59:07,31256,10th & E St NW,31621,4th & D St NW / Judiciary Square,W00817,Casual
472,2016-07-01 20:18:12,2016-07-01 20:26:04,31517,Union Market/6th St & Neal Pl NE,31616,3rd & H St NE,W01076,Casual
805,2016-07-01 20:18:42,2016-07-01 20:32:08,31227,13th St & New York Ave NW,31247,Jefferson Dr & 14th St SW,W21286,Casual
588,2016-07-01 20:22:56,2016-07-01 20:32:44,31242,18th St & Pennsylvania Ave NW,31286,11th & O St NW,W21505,Member
140,2016-07-01 20:26:35,2016-07-01 20:28:55,31266,11th & M St NW,31241,Thomas Circle,W22316,Member
542,2016-07-01 20:27:27,2016-07-01 20:36:30,31265,5th St & Massachusetts Ave NW,31614,11th & H St NE,W20108,Member
1574,2016-07-01 22:18:41,2016-07-01 22:44:56,31239,Rhode Island & Connecticut Ave NW,31503,Florida Ave & R St NW,W22151,Member
1534,2016-07-01 22:40:29,2016-07-01 23:06:03,31231,14th & D St NW / Ronald Reagan Building,31235,19th St & Constitution Ave NW,W21889,Casual
924,2016-07-02 00:01:35,2016-07-02 00:16:59,31243,4th & C St SW,31214,17th & Corcoran St NW,W00005,Member
411,2016-07-02 00:50:17,2016-07-02 00:57:08,31121,Calvert St & Woodley Pl NW,31278,18th & R St NW,W01138,Member
765,2016-07-02 01:32:07,2016-07-02 01:44:53,31222,New York Ave & 15th St NW,31275,New Hampshire Ave & 24th St NW,W00394,Casual
6738,2016-07-02 04:42:34,2016-07-02 06:34:53,31089,Court House Metro / 15th & N Uhle St ,31222,New York Ave & 15th St NW,W21243,Casual
670,2016-07-02 06:06:32,2016-07-02 06:17:43,31263,10th & K St NW,31255,24th & N St NW,W21164,Member
1049,2016-07-02 06:53:32,2016-07-02 07:11:02,31628,1st & K St SE,31233,17th & K St NW / Farragut Square,W20807,Member
525,2016-07-02 07:34:14,2016-07-02 07:43:00,31224,19th & L St NW,31114,18th St & Wyoming Ave NW,W21554,Member
171,2016-07-02 07:46:12,2016-07-02 07:49:04,32033,Piccard & W Gude Dr,32033,Piccard & W Gude Dr,W22284,Member
1022,2016-07-02 08:40:31,2016-07-02 08:57:33,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31055,28th St S & S Meade St,W00845,Casual
7621,2016-07-02 08:49:54,2016-07-02 10:56:56,31225,C & O Canal & Wisconsin Ave NW,31225,C & O Canal & Wisconsin Ave NW,W22365,Casual
961,2016-07-02 09:27:42,2016-07-02 09:43:43,31113,Columbia Rd & Belmont St NW,31506,1st & Rhode Island Ave NW,W22253,Member
393,2016-07-02 09:34:58,2016-07-02 09:41:31,31257,22nd & I St NW / Foggy Bottom,31246,M St & Pennsylvania Ave NW,W21877,Casual
378,2016-07-02 09:35:11,2016-07-02 09:41:29,31095,Army Navy Dr & S Nash St,31005,Pentagon City Metro / 12th & S Hayes St,W21225,Member
1039,2016-07-02 09:59:56,2016-07-02 10:17:15,31262,11th & F St NW,31108,4th & M St SW,W20750,Member
2528,2016-07-02 10:03:22,2016-07-02 10:45:30,31277,17th & G St NW,31051,Arlington Blvd & N Queen St,W20718,Casual
12841,2016-07-02 10:04:26,2016-07-02 13:38:28,31273,Hains Point/Buckeye & Ohio Dr SW,31275,New Hampshire Ave & 24th St NW,W20066,Casual
2156,2016-07-02 10:27:20,2016-07-02 11:03:16,31620,5th & F St NW,31246,M St & Pennsylvania Ave NW,W00380,Casual
1373,2016-07-02 10:42:05,2016-07-02 11:04:59,31603,1st & M St NE,31271,Constitution Ave & 2nd St NW/DOL,W20318,Casual
212,2016-07-02 10:46:37,2016-07-02 10:50:09,31028,N Veitch & Key Blvd,31029,N Veitch  & 20th St N,W22026,Member
2488,2016-07-02 10:53:14,2016-07-02 11:34:43,31232,7th & F St NW / National Portrait Gallery,31219,10th St & Constitution Ave NW,W20763,Casual
552,2016-07-02 10:54:04,2016-07-02 11:03:16,31236,37th & O St NW / Georgetown University,31304,36th & Calvert St NW / Glover Park,W22507,Member
485,2016-07-02 10:57:42,2016-07-02 11:05:48,31034,N Randolph St & Fairfax Dr,31022,Clarendon Metro / Wilson Blvd & N Highland St,W21251,Casual
982,2016-07-02 11:02:58,2016-07-02 11:19:20,31281,8th & O St NW,31256,10th & E St NW,W20385,Casual
2091,2016-07-02 11:15:05,2016-07-02 11:49:56,31110,20th St & Florida Ave NW,31277,17th & G St NW,W01001,Casual
755,2016-07-02 11:22:42,2016-07-02 11:35:17,31046,Henry St & Pendleton St,31903,Royal & Wilkes St,W21138,Member
1097,2016-07-02 11:26:04,2016-07-02 11:44:21,31230,Metro Center / 12th & G St NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W21127,Casual
419,2016-07-02 11:31:58,2016-07-02 11:38:58,31101,14th & V St NW,31109,7th & T St NW,W20291,Member
1032,2016-07-02 11:34:33,2016-07-02 11:51:45,31228,8th & H St NW,31200,Massachusetts Ave & Dupont Circle NW,W20167,Member
1471,2016-07-02 11:44:25,2016-07-02 12:08:57,31290,17th St & Independence Ave SW,31258,Lincoln Memorial,W00165,Casual
1253,2016-07-02 11:45:12,2016-07-02 12:06:05,31288,4th St & Madison Dr NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W22277,Casual
809,2016-07-02 11:47:50,2016-07-02 12:01:19,31246,M St & Pennsylvania Ave NW,31236,37th & O St NW / Georgetown University,W01036,Casual
1171,2016-07-02 11:48:45,2016-07-02 12:08:17,31116,California St & Florida Ave NW,31631,8th & F St NE,W00601,Member
1739,2016-07-02 11:49:02,2016-07-02 12:18:02,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W21285,Casual
1294,2016-07-02 11:57:03,2016-07-02 12:18:37,31278,18th & R St NW,31273,Hains Point/Buckeye & Ohio Dr SW,W20339,Member
682,2016-07-02 12:00:14,2016-07-02 12:11:36,31221,18th & M St NW,31260,23rd & E St NW ,W20469,Member
905,2016-07-02 12:10:00,2016-07-02 12:25:06,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31215,Georgetown Harbor / 30th St NW,W22494,Casual
5263,2016-07-02 12:15:11,2016-07-02 13:42:54,31073,Washington Blvd & Walter Reed Dr ,31249,Jefferson Memorial,W20104,Casual
1290,2016-07-02 12:18:54,2016-07-02 12:40:25,31632,15th & F St NE,31517,Union Market/6th St & Neal Pl NE,W01312,Member
75681,2016-07-02 12:19:20,2016-07-03 09:20:41,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00504,Casual
855,2016-07-02 12:21:54,2016-07-02 12:36:09,31634,3rd & Tingey St SE,31620,5th & F St NW,W01367,Member
3027,2016-07-02 12:23:48,2016-07-02 13:14:15,31222,New York Ave & 15th St NW,31231,14th & D St NW / Ronald Reagan Building,W21876,Casual
2383,2016-07-02 12:26:07,2016-07-02 13:05:50,31641,2nd St & Massachusetts Ave NE,31235,19th St & Constitution Ave NW,W22413,Casual
721,2016-07-02 12:33:30,2016-07-02 12:45:31,31245,7th & R St NW / Shaw Library,31110,20th St & Florida Ave NW,W21311,Member
2028,2016-07-02 12:35:06,2016-07-02 13:08:54,31101,14th & V St NW,31238,14th & G St NW,W22543,Member
1057,2016-07-02 12:41:31,2016-07-02 12:59:08,31641,2nd St & Massachusetts Ave NE,31200,Massachusetts Ave & Dupont Circle NW,W22304,Member
577,2016-07-02 12:46:36,2016-07-02 12:56:13,31266,11th & M St NW,31101,14th & V St NW,W22349,Member
2151,2016-07-02 12:48:38,2016-07-02 13:24:30,31202,14th & R St NW,31235,19th St & Constitution Ave NW,W21169,Member
794,2016-07-02 12:58:55,2016-07-02 13:12:10,31632,15th & F St NE,31623,Columbus Circle / Union Station,W00674,Casual
2782,2016-07-02 13:09:20,2016-07-02 13:55:43,31247,Jefferson Dr & 14th St SW,31217,USDA / 12th & Independence Ave SW,W01328,Casual
4007,2016-07-02 13:16:52,2016-07-02 14:23:40,31314,34th & Water St NW,31314,34th & Water St NW,W01000,Casual
4949,2016-07-02 13:18:36,2016-07-02 14:41:05,32048,Bethesda Metro,31225,C & O Canal & Wisconsin Ave NW,W00552,Casual
911,2016-07-02 13:29:57,2016-07-02 13:45:08,31515,Fort Totten Metro,31501,12th & Newton St NE,W22624,Member
841,2016-07-02 13:32:53,2016-07-02 13:46:54,31247,Jefferson Dr & 14th St SW,31208,M St & New Jersey Ave SE,W00730,Member
6451,2016-07-02 13:38:48,2016-07-02 15:26:20,31014,Lynn & 19th St North,31083,Potomac Greens Dr & Slaters Ln,W22325,Casual
4193,2016-07-02 13:49:26,2016-07-02 14:59:19,31039,Wilson Blvd & N Quincy St,31077,Iwo Jima Memorial/N Meade & 14th St N,W01294,Casual
427,2016-07-02 14:04:38,2016-07-02 14:11:46,31212,21st & M St NW,31278,18th & R St NW,W00258,Member
1817,2016-07-02 14:19:45,2016-07-02 14:50:03,31258,Lincoln Memorial,31244,4th & E St SW,W01389,Casual
1029,2016-07-02 14:23:17,2016-07-02 14:40:27,31238,14th & G St NW,31260,23rd & E St NW ,W22543,Casual
1102,2016-07-02 14:41:32,2016-07-02 14:59:54,31268,12th & U St NW,31624,North Capitol St & F St NW,W22460,Member
653,2016-07-02 14:42:21,2016-07-02 14:53:15,31204,20th & E St NW,31237,25th St & Pennsylvania Ave NW,W20068,Member
20962,2016-07-02 14:55:10,2016-07-02 20:44:32,31517,Union Market/6th St & Neal Pl NE,31215,Georgetown Harbor / 30th St NW,W21992,Casual
8426,2016-07-02 15:11:56,2016-07-02 17:32:23,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31247,Jefferson Dr & 14th St SW,W21404,Casual
2125,2016-07-02 15:15:32,2016-07-02 15:50:58,31624,North Capitol St & F St NW,31114,18th St & Wyoming Ave NW,W00068,Casual
3811,2016-07-02 15:15:38,2016-07-02 16:19:10,31277,17th & G St NW,31243,4th & C St SW,W01310,Casual
2523,2016-07-02 15:19:10,2016-07-02 16:01:13,31313,Connecticut Ave & Tilden St NW,31270,8th & D St NW,W00717,Member
5402,2016-07-02 15:31:44,2016-07-02 17:01:47,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31014,Lynn & 19th St North,W22462,Casual
953,2016-07-02 15:33:59,2016-07-02 15:49:52,31312,Wisconsin Ave & O St NW,31093,21st St N & N Pierce St,W01074,Member
982,2016-07-02 15:39:43,2016-07-02 15:56:06,31222,New York Ave & 15th St NW,31219,10th St & Constitution Ave NW,W21399,Casual
1553,2016-07-02 15:40:09,2016-07-02 16:06:02,31258,Lincoln Memorial,31633,Independence Ave & L'Enfant Plaza SW/DOE,W20146,Casual
1896,2016-07-02 15:47:47,2016-07-02 16:19:23,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W22149,Casual
2174,2016-07-02 15:52:43,2016-07-02 16:28:57,31247,Jefferson Dr & 14th St SW,31232,7th & F St NW / National Portrait Gallery,W21132,Casual
4356,2016-07-02 15:58:09,2016-07-02 17:10:45,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31631,8th & F St NE,W00209,Casual
1468,2016-07-02 16:14:02,2016-07-02 16:38:31,31243,4th & C St SW,31284,18th & C St NW,W21678,Casual
371,2016-07-02 16:17:00,2016-07-02 16:23:11,31630,15th & East Capitol St NE,31611,13th & H St NE,W22187,Member
726,2016-07-02 16:21:38,2016-07-02 16:33:44,31231,14th & D St NW / Ronald Reagan Building,31222,New York Ave & 15th St NW,W20951,Casual
1196,2016-07-02 16:36:47,2016-07-02 16:56:43,31307,3000 Connecticut Ave NW / National Zoo,31270,8th & D St NW,W00511,Member
1516,2016-07-02 16:45:44,2016-07-02 17:11:01,31288,4th St & Madison Dr NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W00300,Casual
1195,2016-07-02 16:47:41,2016-07-02 17:07:37,31002,20th & Crystal Dr,31005,Pentagon City Metro / 12th & S Hayes St,W01238,Member
508,2016-07-02 16:48:07,2016-07-02 16:56:35,31610,Eastern Market / 7th & North Carolina Ave SE,31611,13th & H St NE,W20971,Member
2361,2016-07-02 16:52:05,2016-07-02 17:31:27,31314,34th & Water St NW,31624,North Capitol St & F St NW,W21441,Casual
1770,2016-07-02 16:55:30,2016-07-02 17:25:01,31052,Potomac Ave & 35th St S,31247,Jefferson Dr & 14th St SW,W20396,Member
1341,2016-07-02 17:00:38,2016-07-02 17:22:59,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31215,Georgetown Harbor / 30th St NW,W21525,Member
1319,2016-07-02 17:12:00,2016-07-02 17:33:59,31211,Kennedy Center,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20865,Casual
290,2016-07-02 17:14:46,2016-07-02 17:19:36,31099,Madison & N Henry St,31097,Saint Asaph & Madison St,W00180,Member
1663,2016-07-02 17:26:05,2016-07-02 17:53:48,31633,Independence Ave & L'Enfant Plaza SW/DOE,31112,Harvard St & Adams Mill Rd NW,W20561,Member
497,2016-07-02 17:31:50,2016-07-02 17:40:08,31604,3rd & H St NW,31203,14th & Rhode Island Ave NW,W00353,Member
2210,2016-07-02 17:32:40,2016-07-02 18:09:31,31203,14th & Rhode Island Ave NW,31304,36th & Calvert St NW / Glover Park,W20910,Member
914,2016-07-02 17:41:42,2016-07-02 17:56:56,31288,4th St & Madison Dr NW,31266,11th & M St NW,W00691,Casual
1829,2016-07-02 18:00:28,2016-07-02 18:30:57,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31200,Massachusetts Ave & Dupont Circle NW,W21967,Casual
451,2016-07-02 18:07:13,2016-07-02 18:14:45,31101,14th & V St NW,31113,Columbia Rd & Belmont St NW,W00850,Member
1185,2016-07-02 18:09:59,2016-07-02 18:29:44,31272,Washington & Independence Ave SW/HHS,31228,8th & H St NW,W01160,Casual
2342,2016-07-02 18:19:40,2016-07-02 18:58:42,31110,20th St & Florida Ave NW,31256,10th & E St NW,W00550,Casual
444,2016-07-02 18:25:06,2016-07-02 18:32:31,31201,15th & P St NW,31268,12th & U St NW,W20253,Casual
848,2016-07-02 18:34:04,2016-07-02 18:48:13,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31290,17th St & Independence Ave SW,W21545,Casual
1030,2016-07-02 18:34:11,2016-07-02 18:51:22,31228,8th & H St NW,31506,1st & Rhode Island Ave NW,W01160,Member
577,2016-07-02 18:39:28,2016-07-02 18:49:05,31203,14th & Rhode Island Ave NW,31509,New Jersey Ave & R St NW,W00247,Member
238,2016-07-02 18:41:52,2016-07-02 18:45:50,31109,7th & T St NW,31281,8th & O St NW,W01076,Member
5709,2016-07-02 18:45:35,2016-07-02 20:20:45,31097,Saint Asaph & Madison St,31097,Saint Asaph & Madison St,W21589,Casual
166,2016-07-02 19:04:53,2016-07-02 19:07:40,31614,11th & H St NE,31631,8th & F St NE,W01253,Member
503,2016-07-02 19:06:45,2016-07-02 19:15:09,31268,12th & U St NW,31600,5th & K St NW,W22371,Member
383,2016-07-02 19:11:02,2016-07-02 19:17:26,31281,8th & O St NW,31118,3rd & Elm St NW,W20273,Member
1251,2016-07-02 19:19:42,2016-07-02 19:40:34,32046,River Rd & Landy Ln,32046,River Rd & Landy Ln,W22443,Member
484,2016-07-02 19:22:39,2016-07-02 19:30:43,31283,14th & L St NW,31109,7th & T St NW,W20761,Member
784,2016-07-02 19:31:47,2016-07-02 19:44:52,31621,4th & D St NW / Judiciary Square,31621,4th & D St NW / Judiciary Square,W20372,Casual
1016,2016-07-02 19:45:10,2016-07-02 20:02:06,31600,5th & K St NW,31611,13th & H St NE,W22371,Member
2600,2016-07-02 19:55:21,2016-07-02 20:38:41,31259,20th St & Virginia Ave NW,31641,2nd St & Massachusetts Ave NE,W20513,Casual
3290,2016-07-02 20:07:35,2016-07-02 21:02:25,31277,17th & G St NW,31277,17th & G St NW,W01185,Casual
551,2016-07-02 20:11:52,2016-07-02 20:21:03,31509,New Jersey Ave & R St NW,31119,14th & Belmont St NW,W20147,Member
