Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
249,2016-04-01 13:54:23,2016-04-01 13:58:33,31206,19th & E Street NW,31100,19th St & Pennsylvania Ave NW,W20667,Member
231,2016-04-01 14:08:39,2016-04-01 14:12:31,31031,15th & N Scott St,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20885,Member
337,2016-04-01 14:12:05,2016-04-01 14:17:42,31503,Florida Ave & R St NW,31245,7th & R St NW / Shaw Library,W20892,Member
1099,2016-04-01 14:23:04,2016-04-01 14:41:24,31272,Washington & Independence Ave SW/HHS,31233,17th & K St NW / Farragut Square,W21022,Member
411,2016-04-01 14:34:32,2016-04-01 14:41:24,31263,10th & K St NW,31232,7th & F St NW / National Portrait Gallery,W21686,Member
1509,2016-04-01 14:52:09,2016-04-01 15:17:19,31249,Jefferson Memorial,31232,7th & F St NW / National Portrait Gallery,W01369,Casual
1554,2016-04-01 14:58:10,2016-04-01 15:24:05,31214,17th & Corcoran St NW,31227,13th St & New York Ave NW,W21364,Casual
636,2016-04-01 15:01:44,2016-04-01 15:12:21,31092,Lee Hwy & N Monroe St,31014,Lynn & 19th St North,W00822,Member
232,2016-04-01 15:04:48,2016-04-01 15:08:41,31080,Lee Hwy & N Scott St,31014,Lynn & 19th St North,W21587,Member
437,2016-04-01 15:09:02,2016-04-01 15:16:19,31267,17th St & Massachusetts Ave NW,31253,19th & K St NW,W01315,Member
236,2016-04-01 15:18:21,2016-04-01 15:22:18,31121,Calvert St & Woodley Pl NW,31104,Adams Mill & Columbia Rd NW,W00617,Member
825,2016-04-01 15:24:35,2016-04-01 15:38:21,31507,1st & Washington Hospital Center NW,31403,5th & Kennedy St NW,W00267,Member
1116,2016-04-01 15:26:51,2016-04-01 15:45:28,31219,10th St & Constitution Ave NW,31254,15th & K St NW,W21221,Member
772,2016-04-01 15:33:28,2016-04-01 15:46:20,31264,6th St & Indiana Ave NW,31201,15th & P St NW,W01257,Member
1368,2016-04-01 15:34:39,2016-04-01 15:57:28,31209,1st & N St  SE,31243,4th & C St SW,W21533,Casual
1698,2016-04-01 15:39:38,2016-04-01 16:07:56,31220,US Dept of State / Virginia Ave & 21st St NW,31258,Lincoln Memorial,W00376,Casual
2600,2016-04-01 15:59:36,2016-04-01 16:42:57,31258,Lincoln Memorial,31254,15th & K St NW,W21758,Casual
795,2016-04-01 16:01:21,2016-04-01 16:14:36,31637,North Capitol St & G Pl NE,31216,14th St & New York Ave NW,W20575,Member
585,2016-04-01 16:09:57,2016-04-01 16:19:42,31115,Columbia Rd & Georgia Ave NW,31404,9th & Upshur St NW,W20742,Member
838,2016-04-01 16:11:04,2016-04-01 16:25:02,32026,Carroll & Ethan Allen Ave,32001,Fenton St & New York Ave ,W01460,Member
340,2016-04-01 16:14:52,2016-04-01 16:20:32,31603,1st & M St NE,31505,Eckington Pl & Q St NE,W22103,Member
3108,2016-04-01 16:20:06,2016-04-01 17:11:54,31100,19th St & Pennsylvania Ave NW,31630,15th & East Capitol St NE,W00974,Member
3178,2016-04-01 16:24:34,2016-04-01 17:17:32,31235,19th St & Constitution Ave NW,31622,13th & D St NE,W00202,Casual
615,2016-04-01 16:25:30,2016-04-01 16:35:45,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31622,13th & D St NE,W21419,Casual
2682,2016-04-01 16:30:07,2016-04-01 17:14:50,31119,14th & Belmont St NW,31278,18th & R St NW,W21947,Member
730,2016-04-01 16:38:38,2016-04-01 16:50:48,31244,4th & E St SW,31623,Columbus Circle / Union Station,W21230,Member
719,2016-04-01 16:46:10,2016-04-01 16:58:09,31271,Constitution Ave & 2nd St NW/DOL,31108,4th & M St SW,W00703,Member
504,2016-04-01 16:54:26,2016-04-01 17:02:51,31603,1st & M St NE,31600,5th & K St NW,W20304,Member
888,2016-04-01 16:56:24,2016-04-01 17:11:13,31219,10th St & Constitution Ave NW,31239,Rhode Island & Connecticut Ave NW,W00691,Member
1228,2016-04-01 17:02:10,2016-04-01 17:22:39,31217,USDA / 12th & Independence Ave SW,31215,Georgetown Harbor / 30th St NW,W21293,Member
1818,2016-04-01 17:03:17,2016-04-01 17:33:36,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00175,Casual
533,2016-04-01 17:06:41,2016-04-01 17:15:34,31200,Massachusetts Ave & Dupont Circle NW,31121,Calvert St & Woodley Pl NW,W00988,Member
765,2016-04-01 17:07:34,2016-04-01 17:20:20,31624,North Capitol St & F St NW,31266,11th & M St NW,W20339,Member
852,2016-04-01 17:08:34,2016-04-01 17:22:47,31504,10th & Monroe St NE,31623,Columbus Circle / Union Station,W21245,Member
890,2016-04-01 17:09:45,2016-04-01 17:24:35,31620,5th & F St NW,31634,3rd & Tingey St SE,W00846,Member
801,2016-04-01 17:14:59,2016-04-01 17:28:20,31227,13th St & New York Ave NW,31110,20th St & Florida Ave NW,W20662,Member
661,2016-04-01 17:17:09,2016-04-01 17:28:11,31400,Georgia & New Hampshire Ave NW,31103,16th & Harvard St NW,W00658,Member
349,2016-04-01 17:18:53,2016-04-01 17:24:43,31230,Metro Center / 12th & G St NW,31620,5th & F St NW,W20296,Member
1117,2016-04-01 17:25:20,2016-04-01 17:43:58,31627,3rd & M St NE,31630,15th & East Capitol St NE,W20412,Member
1323,2016-04-01 17:27:42,2016-04-01 17:49:46,31003,15th & Crystal Dr,31086,Mount Vernon Ave & E Del Ray Ave,W20810,Member
210,2016-04-01 17:34:11,2016-04-01 17:37:42,31214,17th & Corcoran St NW,31200,Massachusetts Ave & Dupont Circle NW,W22131,Member
988,2016-04-01 17:39:12,2016-04-01 17:55:40,31018,N Rhodes & 16th St N,31258,Lincoln Memorial,W21645,Member
964,2016-04-01 17:39:24,2016-04-01 17:55:28,31630,15th & East Capitol St NE,31605,3rd & D St SE,W22137,Member
218,2016-04-01 17:48:30,2016-04-01 17:52:08,31020,Wilson Blvd & Franklin Rd,31023,Fairfax Dr & Wilson Blvd,W20383,Member
509,2016-04-01 17:50:03,2016-04-01 17:58:33,31234,20th & O St NW / Dupont South,31203,14th & Rhode Island Ave NW,W00036,Member
535,2016-04-01 17:52:04,2016-04-01 18:00:59,32036,Fenton St & Ellsworth Dr ,32010,Philadelphia & Maple Ave,W21344,Casual
1501,2016-04-01 17:53:51,2016-04-01 18:18:53,31272,Washington & Independence Ave SW/HHS,31271,Constitution Ave & 2nd St NW/DOL,W01172,Casual
487,2016-04-01 17:56:11,2016-04-01 18:04:18,31280,11th & S St NW,31239,Rhode Island & Connecticut Ave NW,W21121,Member
1927,2016-04-01 17:58:06,2016-04-01 18:30:14,31249,Jefferson Memorial,31076,Shirlington Transit Center / S Quincy & Randolph St,W21716,Member
486,2016-04-01 17:58:21,2016-04-01 18:06:28,31612,D St & Maryland Ave NE,31611,13th & H St NE,W21092,Casual
517,2016-04-01 18:00:09,2016-04-01 18:08:47,31268,12th & U St NW,31116,California St & Florida Ave NW,W21783,Member
1115,2016-04-01 18:04:22,2016-04-01 18:22:58,31639,2nd & G St NE,31620,5th & F St NW,W22079,Member
420,2016-04-01 18:09:17,2016-04-01 18:16:17,31512,Neal St & Trinidad Ave NE,31627,3rd & M St NE,W20780,Member
900,2016-04-01 18:13:23,2016-04-01 18:28:24,31228,8th & H St NW,31266,11th & M St NW,W01411,Member
650,2016-04-01 18:16:36,2016-04-01 18:27:27,31213,17th & K St NW,31282,16th & R St NW,W00486,Member
731,2016-04-01 18:23:54,2016-04-01 18:36:05,31600,5th & K St NW,31201,15th & P St NW,W21206,Member
1252,2016-04-01 18:24:52,2016-04-01 18:45:44,31616,3rd & H St NE,31203,14th & Rhode Island Ave NW,W21699,Member
1166,2016-04-01 18:25:35,2016-04-01 18:45:02,31120,10th & Florida Ave NW,31254,15th & K St NW,W20089,Member
1039,2016-04-01 18:26:00,2016-04-01 18:43:19,31208,M St & New Jersey Ave SE,31616,3rd & H St NE,W00086,Member
1487,2016-04-01 18:36:16,2016-04-01 19:01:03,31258,Lincoln Memorial,31258,Lincoln Memorial,W20524,Casual
724,2016-04-01 18:37:27,2016-04-01 18:49:31,31305,Connecticut Ave & Newark St NW / Cleveland Park,31104,Adams Mill & Columbia Rd NW,W21616,Casual
320,2016-04-01 18:40:10,2016-04-01 18:45:30,31233,17th & K St NW / Farragut Square,31200,Massachusetts Ave & Dupont Circle NW,W20920,Member
251,2016-04-01 18:44:14,2016-04-01 18:48:26,31223,Convention Center / 7th & M St NW,31109,7th & T St NW,W21117,Member
1253,2016-04-01 18:50:34,2016-04-01 19:11:28,31257,22nd & I St NW / Foggy Bottom,31306,39th & Calvert St NW / Stoddert,W21248,Member
286,2016-04-01 18:51:08,2016-04-01 18:55:54,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31606,Potomac & Pennsylvania Ave SE,W01261,Member
1249,2016-04-01 18:57:52,2016-04-01 19:18:41,31304,36th & Calvert St NW / Glover Park,31267,17th St & Massachusetts Ave NW,W00172,Casual
436,2016-04-01 18:58:32,2016-04-01 19:05:49,31621,4th & D St NW / Judiciary Square,31244,4th & E St SW,W00158,Member
3501,2016-04-01 19:03:00,2016-04-01 20:01:22,31273,Hains Point/Buckeye & Ohio Dr SW,31273,Hains Point/Buckeye & Ohio Dr SW,W20856,Casual
457,2016-04-01 19:14:55,2016-04-01 19:22:32,31256,10th & E St NW,31232,7th & F St NW / National Portrait Gallery,W22027,Casual
556,2016-04-01 19:17:03,2016-04-01 19:26:20,31201,15th & P St NW,31268,12th & U St NW,W21388,Member
2784,2016-04-01 19:27:32,2016-04-01 20:13:57,31312,Wisconsin Ave & O St NW,31247,Jefferson Dr & 14th St SW,W21574,Casual
1744,2016-04-01 19:31:00,2016-04-01 20:00:05,31258,Lincoln Memorial,31213,17th & K St NW,W21543,Casual
1124,2016-04-01 19:44:55,2016-04-01 20:03:39,31623,Columbus Circle / Union Station,31244,4th & E St SW,W21261,Casual
598,2016-04-01 19:49:29,2016-04-01 19:59:28,31200,Massachusetts Ave & Dupont Circle NW,31251,12th & L St NW,W22172,Member
283,2016-04-01 19:55:11,2016-04-01 19:59:55,31017,Wilson Blvd & N Uhle St,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01040,Member
3061,2016-04-01 19:55:56,2016-04-01 20:46:57,31256,10th & E St NW,31249,Jefferson Memorial,W20862,Casual
687,2016-04-01 20:13:15,2016-04-01 20:24:43,31603,1st & M St NE,31622,13th & D St NE,W00891,Member
363,2016-04-01 20:24:00,2016-04-01 20:30:04,31628,1st & K St SE,31208,M St & New Jersey Ave SE,W21704,Member
894,2016-04-01 20:36:18,2016-04-01 20:51:13,31118,3rd & Elm St NW,31107,Lamont & Mt Pleasant NW,W22251,Member
297,2016-04-01 20:37:25,2016-04-01 20:42:23,31047,Braddock Rd Metro,31045,Commerce St & Fayette St,W21504,Member
1704,2016-04-01 20:42:06,2016-04-01 21:10:31,31114,18th St & Wyoming Ave NW,31119,14th & Belmont St NW,W21827,Member
419,2016-04-01 21:30:00,2016-04-01 21:36:59,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00849,Casual
343,2016-04-01 21:30:23,2016-04-01 21:36:06,31623,Columbus Circle / Union Station,31603,1st & M St NE,W00347,Member
663,2016-04-01 21:31:51,2016-04-01 21:42:55,31607,14th & D St SE,31607,14th & D St SE,W00131,Member
1283,2016-04-01 21:47:52,2016-04-01 22:09:16,31280,11th & S St NW,31246,M St & Pennsylvania Ave NW,W21962,Member
564,2016-04-01 22:26:04,2016-04-01 22:35:28,31623,Columbus Circle / Union Station,31509,New Jersey Ave & R St NW,W01367,Member
2515,2016-04-01 23:29:57,2016-04-02 00:11:53,31235,19th St & Constitution Ave NW,31206,19th & E Street NW,W22092,Casual
764,2016-04-01 23:36:16,2016-04-01 23:49:01,31100,19th St & Pennsylvania Ave NW,31277,17th & G St NW,W20894,Casual
342,2016-04-02 01:38:46,2016-04-02 01:44:28,31611,13th & H St NE,31619,Lincoln Park / 13th & East Capitol St NE ,W21275,Member
204,2016-04-02 02:03:09,2016-04-02 02:06:33,31223,Convention Center / 7th & M St NW,31266,11th & M St NW,W21679,Member
143,2016-04-02 02:17:12,2016-04-02 02:19:36,31218,L'Enfant Plaza / 7th & C St SW,31244,4th & E St SW,W22181,Member
435,2016-04-02 02:38:03,2016-04-02 02:45:18,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W21834,Member
272,2016-04-02 05:53:08,2016-04-02 05:57:41,31122,16th & Irving St NW,31101,14th & V St NW,W20144,Member
85,2016-04-02 09:45:04,2016-04-02 09:46:30,31097,Saint Asaph & Madison St,31043,Saint Asaph St & Pendleton  St,W21602,Member
3126,2016-04-02 10:22:01,2016-04-02 11:14:07,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01454,Casual
713,2016-04-02 11:05:40,2016-04-02 11:17:33,31214,17th & Corcoran St NW,31121,Calvert St & Woodley Pl NW,W21948,Member
1062,2016-04-02 11:30:46,2016-04-02 11:48:29,31234,20th & O St NW / Dupont South,31228,8th & H St NW,W21437,Member
370,2016-04-02 11:38:53,2016-04-02 11:45:03,31281,8th & O St NW,31201,15th & P St NW,W20794,Member
571,2016-04-02 11:46:40,2016-04-02 11:56:11,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00593,Member
9932,2016-04-02 12:30:37,2016-04-02 15:16:09,31247,Jefferson Dr & 14th St SW,31217,USDA / 12th & Independence Ave SW,W20551,Casual
1786,2016-04-02 12:33:44,2016-04-02 13:03:31,31203,14th & Rhode Island Ave NW,31247,Jefferson Dr & 14th St SW,W01225,Casual
369,2016-04-02 12:43:57,2016-04-02 12:50:06,31615,6th & H St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W20512,Member
1609,2016-04-02 12:57:18,2016-04-02 13:24:07,31108,4th & M St SW,31219,10th St & Constitution Ave NW,W21032,Casual
1358,2016-04-02 13:07:45,2016-04-02 13:30:23,31201,15th & P St NW,31611,13th & H St NE,W00931,Member
477,2016-04-02 13:09:18,2016-04-02 13:17:16,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W01341,Member
2036,2016-04-02 13:09:43,2016-04-02 13:43:40,31314,34th & Water St NW,31235,19th St & Constitution Ave NW,W21606,Casual
976,2016-04-02 13:11:37,2016-04-02 13:27:54,31231,14th & D St NW / Ronald Reagan Building,31249,Jefferson Memorial,W00246,Casual
364,2016-04-02 13:27:13,2016-04-02 13:33:18,31258,Lincoln Memorial,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W22092,Casual
755,2016-04-02 13:28:40,2016-04-02 13:41:15,31634,3rd & Tingey St SE,31620,5th & F St NW,W20177,Member
324,2016-04-02 13:31:57,2016-04-02 13:37:21,31251,12th & L St NW,31600,5th & K St NW,W21889,Member
3035,2016-04-02 13:35:56,2016-04-02 14:26:31,32012,Silver Spring Metro/Colesville Rd & Wayne Ave,32012,Silver Spring Metro/Colesville Rd & Wayne Ave,W21713,Casual
257,2016-04-02 13:36:41,2016-04-02 13:40:59,31626,15th St & Massachusetts Ave SE,31601,19th & East Capitol St SE,W01101,Member
718,2016-04-02 13:41:15,2016-04-02 13:53:13,31513,Rhode Island Ave & V St NE,31101,14th & V St NW,W00824,Member
868,2016-04-02 13:46:49,2016-04-02 14:01:18,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31108,4th & M St SW,W20388,Member
1817,2016-04-02 13:48:03,2016-04-02 14:18:20,31103,16th & Harvard St NW,31508,Gallaudet / 8th St & Florida Ave NE,W01192,Member
886,2016-04-02 14:07:23,2016-04-02 14:22:10,31604,3rd & H St NW,31513,Rhode Island Ave & V St NE,W20642,Member
1244,2016-04-02 14:10:24,2016-04-02 14:31:09,31301,Ward Circle / American University,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,W00490,Casual
1960,2016-04-02 14:12:12,2016-04-02 14:44:52,31077,Iwo Jima Memorial/N Meade & 14th St N,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00322,Member
834,2016-04-02 14:32:27,2016-04-02 14:46:22,31229,New Hampshire Ave & T St NW,31314,34th & Water St NW,W21636,Member
1093,2016-04-02 14:32:36,2016-04-02 14:50:50,31231,14th & D St NW / Ronald Reagan Building,31268,12th & U St NW,W00158,Casual
335,2016-04-02 14:33:35,2016-04-02 14:39:11,31044,King St & Patrick St,31081,Duke St & John Carlyle St,W22249,Member
380,2016-04-02 14:35:36,2016-04-02 14:41:56,31245,7th & R St NW / Shaw Library,31201,15th & P St NW,W20629,Member
769,2016-04-02 14:37:40,2016-04-02 14:50:29,31247,Jefferson Dr & 14th St SW,31272,Washington & Independence Ave SW/HHS,W20327,Casual
4927,2016-04-02 14:42:48,2016-04-02 16:04:56,31077,Iwo Jima Memorial/N Meade & 14th St N,31247,Jefferson Dr & 14th St SW,W21120,Casual
747,2016-04-02 14:47:23,2016-04-02 14:59:50,31038,Glebe Rd & 11th St N,31089,Court House Metro / 15th & N Uhle St ,W21055,Member
447,2016-04-02 14:51:22,2016-04-02 14:58:50,31620,5th & F St NW,31271,Constitution Ave & 2nd St NW/DOL,W01449,Casual
1561,2016-04-02 15:02:09,2016-04-02 15:28:10,31258,Lincoln Memorial,31249,Jefferson Memorial,W01053,Casual
4070,2016-04-02 15:02:44,2016-04-02 16:10:34,31211,Kennedy Center,31218,L'Enfant Plaza / 7th & C St SW,W21670,Casual
1326,2016-04-02 15:08:00,2016-04-02 15:30:06,31617,Bladensburg Rd & Benning Rd NE,31271,Constitution Ave & 2nd St NW/DOL,W20161,Casual
969,2016-04-02 15:10:17,2016-04-02 15:26:27,31269,3rd St & Pennsylvania Ave SE,31620,5th & F St NW,W00703,Casual
63,2016-04-02 15:19:02,2016-04-02 15:20:06,31215,Georgetown Harbor / 30th St NW,31215,Georgetown Harbor / 30th St NW,W22111,Casual
1936,2016-04-02 15:20:05,2016-04-02 15:52:21,31256,10th & E St NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20111,Casual
797,2016-04-02 15:23:42,2016-04-02 15:37:00,31232,7th & F St NW / National Portrait Gallery,31219,10th St & Constitution Ave NW,W00234,Casual
14342,2016-04-02 15:32:42,2016-04-02 19:31:45,31215,Georgetown Harbor / 30th St NW,31215,Georgetown Harbor / 30th St NW,W00277,Casual
2474,2016-04-02 15:36:28,2016-04-02 16:17:43,31235,19th St & Constitution Ave NW,31272,Washington & Independence Ave SW/HHS,W22235,Casual
450,2016-04-02 15:54:47,2016-04-02 16:02:18,31603,1st & M St NE,31506,1st & Rhode Island Ave NW,W21868,Member
1073,2016-04-02 16:00:09,2016-04-02 16:18:02,31282,16th & R St NW,31506,1st & Rhode Island Ave NW,W20677,Member
4016,2016-04-02 16:04:38,2016-04-02 17:11:35,31247,Jefferson Dr & 14th St SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00502,Casual
1017,2016-04-02 16:24:48,2016-04-02 16:41:45,31616,3rd & H St NE,31219,10th St & Constitution Ave NW,W20445,Member
644,2016-04-02 16:27:06,2016-04-02 16:37:50,31610,Eastern Market / 7th & North Carolina Ave SE,31612,D St & Maryland Ave NE,W00507,Member
509,2016-04-02 16:31:56,2016-04-02 16:40:25,31615,6th & H St NE,31600,5th & K St NW,W20615,Member
312,2016-04-02 16:36:22,2016-04-02 16:41:34,31230,Metro Center / 12th & G St NW,31265,5th St & Massachusetts Ave NW,W01388,Member
1025,2016-04-02 16:39:04,2016-04-02 16:56:09,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W21390,Casual
214,2016-04-02 16:39:28,2016-04-02 16:43:03,31281,8th & O St NW,31109,7th & T St NW,W21169,Member
4175,2016-04-02 16:43:43,2016-04-02 17:53:18,31215,Georgetown Harbor / 30th St NW,31100,19th St & Pennsylvania Ave NW,W21878,Casual
4452,2016-04-02 16:52:40,2016-04-02 18:06:53,31225,C & O Canal & Wisconsin Ave NW,31279,19th & G St NW,W20951,Casual
1974,2016-04-02 16:57:42,2016-04-02 17:30:37,31269,3rd St & Pennsylvania Ave SE,31266,11th & M St NW,W20413,Casual
3770,2016-04-02 16:58:18,2016-04-02 18:01:09,31227,13th St & New York Ave NW,31230,Metro Center / 12th & G St NW,W01302,Casual
1437,2016-04-02 17:00:32,2016-04-02 17:24:30,31258,Lincoln Memorial,31249,Jefferson Memorial,W21390,Member
1634,2016-04-02 17:04:14,2016-04-02 17:31:29,31215,Georgetown Harbor / 30th St NW,31609,Maine Ave & 7th St SW,W20873,Casual
3409,2016-04-02 17:10:00,2016-04-02 18:06:49,31518,New York Ave & Hecht Ave NE,31108,4th & M St SW,W20316,Member
