Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
4648,2016-01-01 14:31:34,2016-01-01 15:49:03,31623,Columbus Circle / Union Station,31271,Constitution Ave & 2nd St NW/DOL,W00835,Casual
1489,2016-01-01 14:37:02,2016-01-01 15:01:51,31104,Adams Mill & Columbia Rd NW,31235,19th St & Constitution Ave NW,W21871,Member
545,2016-01-01 14:40:03,2016-01-01 14:49:08,31516,Rhode Island Ave Metro,31627,3rd & M St NE,W20812,Member
1140,2016-01-01 14:49:01,2016-01-01 15:08:01,31217,USDA / 12th & Independence Ave SW,31249,Jefferson Memorial,W00022,Casual
2232,2016-01-01 14:55:13,2016-01-01 15:32:25,31112,Harvard St & Adams Mill Rd NW,31263,10th & K St NW,W00681,Casual
3933,2016-01-01 15:17:43,2016-01-01 16:23:16,31007,Crystal City Metro / 18th & Bell St,31314,34th & Water St NW,W21923,Casual
1731,2016-01-01 15:24:12,2016-01-01 15:53:04,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31633,Independence Ave & L'Enfant Plaza SW/DOE,W00288,Casual
789,2016-01-01 15:25:07,2016-01-01 15:38:16,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31271,Constitution Ave & 2nd St NW/DOL,W01465,Casual
418,2016-01-01 15:29:02,2016-01-01 15:36:01,31625,3rd & G St SE,31610,Eastern Market / 7th & North Carolina Ave SE,W01243,Casual
1212,2016-01-01 15:29:19,2016-01-01 15:49:32,31272,Washington & Independence Ave SW/HHS,31258,Lincoln Memorial,W22172,Member
1765,2016-01-01 15:32:19,2016-01-01 16:01:44,31506,1st & Rhode Island Ave NW,31618,4th & East Capitol St NE,W01215,Member
1155,2016-01-01 15:40:49,2016-01-01 16:00:05,31212,21st & M St NW,31217,USDA / 12th & Independence Ave SW,W21901,Casual
431,2016-01-01 15:46:47,2016-01-01 15:53:59,31276,15th & L St NW,31202,14th & R St NW,W20347,Member
703,2016-01-01 15:50:13,2016-01-01 16:01:57,31265,5th St & Massachusetts Ave NW,31631,8th & F St NE,W20755,Member
532,2016-01-01 15:58:05,2016-01-01 16:06:57,31263,10th & K St NW,31638,1st & H St NW,W20660,Member
3051,2016-01-01 16:01:24,2016-01-01 16:52:15,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31247,Jefferson Dr & 14th St SW,W20371,Casual
1797,2016-01-01 16:18:49,2016-01-01 16:48:46,31277,17th & G St NW,31623,Columbus Circle / Union Station,W00616,Casual
2099,2016-01-01 16:24:57,2016-01-01 16:59:56,31258,Lincoln Memorial,31230,Metro Center / 12th & G St NW,W20269,Casual
868,2016-01-01 16:26:04,2016-01-01 16:40:33,31023,Fairfax Dr & Wilson Blvd,31092,Lee Hwy & N Monroe St,W21586,Casual
777,2016-01-01 16:27:09,2016-01-01 16:40:07,31023,Fairfax Dr & Wilson Blvd,31092,Lee Hwy & N Monroe St,W00474,Casual
185,2016-01-01 16:39:07,2016-01-01 16:42:12,31262,11th & F St NW,31274,10th & G St NW,W00292,Member
4622,2016-01-01 16:43:55,2016-01-01 18:00:58,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31608,8th & Eye St SE / Barracks Row,W00572,Member
595,2016-01-01 16:49:46,2016-01-01 16:59:42,31116,California St & Florida Ave NW,31202,14th & R St NW,W21953,Member
1966,2016-01-01 17:06:23,2016-01-01 17:39:10,31277,17th & G St NW,31258,Lincoln Memorial,W21561,Casual
107,2016-01-01 17:22:54,2016-01-01 17:24:41,31278,18th & R St NW,31214,17th & Corcoran St NW,W00404,Member
4001,2016-01-01 17:29:15,2016-01-01 18:35:56,31247,Jefferson Dr & 14th St SW,31108,4th & M St SW,W01385,Casual
427,2016-01-01 17:54:32,2016-01-01 18:01:40,31033,Barcroft Community Center,31050,Barton St & 10th St N,W20401,Member
573,2016-01-01 18:20:56,2016-01-01 18:30:29,31201,15th & P St NW,31201,15th & P St NW,W00661,Member
948,2016-01-01 18:22:12,2016-01-01 18:38:01,31258,Lincoln Memorial,31258,Lincoln Memorial,W21561,Casual
167,2016-01-01 18:34:56,2016-01-01 18:37:44,31101,14th & V St NW,31119,14th & Belmont St NW,W20185,Member
652,2016-01-01 18:35:29,2016-01-01 18:46:21,31266,11th & M St NW,31118,3rd & Elm St NW,W22024,Member
399,2016-01-01 18:52:29,2016-01-01 18:59:08,31118,3rd & Elm St NW,31281,8th & O St NW,W00841,Member
971,2016-01-01 18:56:15,2016-01-01 19:12:27,31271,Constitution Ave & 2nd St NW/DOL,31232,7th & F St NW / National Portrait Gallery,W20066,Casual
470,2016-01-01 19:03:33,2016-01-01 19:11:23,31640,Maryland Ave & E St NE,31620,5th & F St NW,W20722,Member
725,2016-01-01 19:10:07,2016-01-01 19:22:13,31238,14th & G St NW,31212,21st & M St NW,W01347,Casual
645,2016-01-01 19:27:54,2016-01-01 19:38:40,31503,Florida Ave & R St NW,31278,18th & R St NW,W20173,Member
354,2016-01-01 20:06:20,2016-01-01 20:12:14,31625,3rd & G St SE,31606,Potomac & Pennsylvania Ave SE,W21188,Member
629,2016-01-01 20:18:26,2016-01-01 20:28:55,31249,Jefferson Memorial,31217,USDA / 12th & Independence Ave SW,W00877,Casual
145,2016-01-01 20:26:45,2016-01-01 20:29:10,31214,17th & Corcoran St NW,31229,New Hampshire Ave & T St NW,W21300,Member
91,2016-01-01 21:34:38,2016-01-01 21:36:10,31228,8th & H St NW,31232,7th & F St NW / National Portrait Gallery,W21646,Member
317,2016-01-01 22:14:28,2016-01-01 22:19:46,31089,Court House Metro / 15th & N Uhle St ,31065,N Pershing Dr & Wayne St,W20806,Member
2102,2016-01-01 22:55:01,2016-01-01 23:30:03,31226,34th St & Wisconsin Ave NW,31401,14th St & Spring Rd NW,W00083,Member
571,2016-01-02 00:03:48,2016-01-02 00:13:19,31228,8th & H St NW,31509,New Jersey Ave & R St NW,W20000,Member
424,2016-01-02 00:25:09,2016-01-02 00:32:14,31281,8th & O St NW,31109,7th & T St NW,W00705,Member
1722,2016-01-02 01:04:35,2016-01-02 01:33:18,31117,15th & Euclid St  NW,31632,15th & F St NE,W01000,Member
4106,2016-01-02 07:16:32,2016-01-02 08:24:58,31247,Jefferson Dr & 14th St SW,31219,10th St & Constitution Ave NW,W20795,Casual
3835,2016-01-02 08:16:26,2016-01-02 09:20:21,31222,New York Ave & 15th St NW,31222,New York Ave & 15th St NW,W21279,Casual
681,2016-01-02 08:55:18,2016-01-02 09:06:39,31622,13th & D St NE,31618,4th & East Capitol St NE,W01061,Casual
278,2016-01-02 09:21:12,2016-01-02 09:25:51,31222,New York Ave & 15th St NW,31277,17th & G St NW,W21571,Member
719,2016-01-02 09:27:55,2016-01-02 09:39:54,31505,Eckington Pl & Q St NE,31600,5th & K St NW,W21266,Member
575,2016-01-02 09:38:16,2016-01-02 09:47:51,31280,11th & S St NW,31505,Eckington Pl & Q St NE,W21232,Member
119,2016-01-02 10:06:51,2016-01-02 10:08:51,31049,Utah St & 11th St N ,31037,Ballston Metro / N Stuart & 9th St N,W22192,Member
979,2016-01-02 10:12:12,2016-01-02 10:28:31,31277,17th & G St NW,31277,17th & G St NW,W20810,Member
1576,2016-01-02 10:13:14,2016-01-02 10:39:31,31014,Lynn & 19th St North,31203,14th & Rhode Island Ave NW,W20039,Casual
367,2016-01-02 10:27:39,2016-01-02 10:33:47,31308,39th & Veazey St NW,31313,Connecticut Ave & Tilden St NW,W00892,Member
2047,2016-01-02 10:51:38,2016-01-02 11:25:46,31624,North Capitol St & F St NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W21645,Casual
507,2016-01-02 11:03:08,2016-01-02 11:11:36,31509,New Jersey Ave & R St NW,31109,7th & T St NW,W20066,Member
1648,2016-01-02 11:13:12,2016-01-02 11:40:41,31108,4th & M St SW,31239,Rhode Island & Connecticut Ave NW,W20163,Member
341,2016-01-02 11:19:09,2016-01-02 11:24:51,31089,Court House Metro / 15th & N Uhle St ,31077,Iwo Jima Memorial/N Meade & 14th St N,W21199,Member
2248,2016-01-02 11:23:35,2016-01-02 12:01:03,31201,15th & P St NW,31201,15th & P St NW,W21387,Member
587,2016-01-02 11:25:04,2016-01-02 11:34:52,31639,2nd & G St NE,31600,5th & K St NW,W21766,Member
1157,2016-01-02 11:29:18,2016-01-02 11:48:36,31225,C & O Canal & Wisconsin Ave NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00981,Member
374,2016-01-02 11:30:41,2016-01-02 11:36:56,31031,15th & N Scott St,31022,Clarendon Metro / Wilson Blvd & N Highland St,W00574,Member
194,2016-01-02 11:33:49,2016-01-02 11:37:04,31102,11th & Kenyon St NW,31115,Columbia Rd & Georgia Ave NW,W01107,Member
688,2016-01-02 11:37:11,2016-01-02 11:48:40,31277,17th & G St NW,31263,10th & K St NW,W20810,Casual
493,2016-01-02 11:40:53,2016-01-02 11:49:07,31214,17th & Corcoran St NW,31263,10th & K St NW,W00554,Member
8084,2016-01-02 11:42:45,2016-01-02 13:57:30,31075,Rolfe St & 9th St S,31117,15th & Euclid St  NW,W21090,Casual
783,2016-01-02 11:45:03,2016-01-02 11:58:07,31232,7th & F St NW / National Portrait Gallery,31242,18th St & Pennsylvania Ave NW,W21449,Member
310,2016-01-02 11:51:29,2016-01-02 11:56:39,31228,8th & H St NW,31281,8th & O St NW,W21332,Member
571,2016-01-02 11:52:31,2016-01-02 12:02:02,31201,15th & P St NW,31105,14th & Harvard St NW,W20281,Member
1072,2016-01-02 11:59:06,2016-01-02 12:16:58,31228,8th & H St NW,31237,25th St & Pennsylvania Ave NW,W00188,Member
490,2016-01-02 12:00:02,2016-01-02 12:08:13,31603,1st & M St NE,31512,Neal St & Trinidad Ave NE,W01328,Member
10874,2016-01-02 12:13:52,2016-01-02 15:15:06,31277,17th & G St NW,31247,Jefferson Dr & 14th St SW,W20563,Casual
710,2016-01-02 12:24:40,2016-01-02 12:36:30,31500,4th & W St NE,31517,Union Market/6th St & Neal Pl NE,W21823,Member
473,2016-01-02 12:25:49,2016-01-02 12:33:43,31228,8th & H St NW,31109,7th & T St NW,W01299,Member
1385,2016-01-02 12:49:23,2016-01-02 13:12:29,31247,Jefferson Dr & 14th St SW,31249,Jefferson Memorial,W01409,Casual
1172,2016-01-02 12:51:50,2016-01-02 13:11:23,31511,12th & Irving St NE,31503,Florida Ave & R St NW,W21718,Member
380,2016-01-02 12:53:15,2016-01-02 12:59:36,31203,14th & Rhode Island Ave NW,31280,11th & S St NW,W00318,Member
3804,2016-01-02 13:01:08,2016-01-02 14:04:33,32000,Norfolk Ave & Fairmont St,31314,34th & Water St NW,W00948,Casual
1155,2016-01-02 13:11:39,2016-01-02 13:30:54,31274,10th & G St NW,31622,13th & D St NE,W00077,Member
1013,2016-01-02 13:30:42,2016-01-02 13:47:36,31102,11th & Kenyon St NW,31214,17th & Corcoran St NW,W00656,Member
2412,2016-01-02 13:32:36,2016-01-02 14:12:49,31247,Jefferson Dr & 14th St SW,31271,Constitution Ave & 2nd St NW/DOL,W20130,Casual
1007,2016-01-02 13:44:58,2016-01-02 14:01:46,31619,Lincoln Park / 13th & East Capitol St NE ,31243,4th & C St SW,W21507,Member
1826,2016-01-02 13:49:54,2016-01-02 14:20:21,31618,4th & East Capitol St NE,31219,10th St & Constitution Ave NW,W20631,Casual
1479,2016-01-02 13:50:27,2016-01-02 14:15:07,31503,Florida Ave & R St NW,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21035,Member
724,2016-01-02 13:53:20,2016-01-02 14:05:25,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31108,4th & M St SW,W21221,Member
647,2016-01-02 13:53:33,2016-01-02 14:04:20,31225,C & O Canal & Wisconsin Ave NW,31014,Lynn & 19th St North,W21969,Member
377,2016-01-02 13:55:14,2016-01-02 14:01:32,31115,Columbia Rd & Georgia Ave NW,31103,16th & Harvard St NW,W21124,Member
2095,2016-01-02 14:07:54,2016-01-02 14:42:50,31265,5th St & Massachusetts Ave NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00027,Casual
1126,2016-01-02 14:17:15,2016-01-02 14:36:02,31103,16th & Harvard St NW,31232,7th & F St NW / National Portrait Gallery,W21124,Member
511,2016-01-02 14:17:43,2016-01-02 14:26:15,31278,18th & R St NW,31200,Massachusetts Ave & Dupont Circle NW,W00191,Casual
656,2016-01-02 14:29:07,2016-01-02 14:40:04,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W00679,Casual
262,2016-01-02 14:29:26,2016-01-02 14:33:48,31110,20th St & Florida Ave NW,31214,17th & Corcoran St NW,W01033,Member
1744,2016-01-02 14:32:23,2016-01-02 15:01:28,31280,11th & S St NW,31508,Gallaudet / 8th St & Florida Ave NE,W20480,Casual
603,2016-01-02 14:40:56,2016-01-02 14:50:59,31269,3rd St & Pennsylvania Ave SE,31256,10th & E St NW,W00734,Member
458,2016-01-02 14:47:47,2016-01-02 14:55:25,31305,Connecticut Ave & Newark St NW / Cleveland Park,31305,Connecticut Ave & Newark St NW / Cleveland Park,W21185,Member
1831,2016-01-02 15:04:35,2016-01-02 15:35:07,31258,Lincoln Memorial,31249,Jefferson Memorial,W00046,Casual
445,2016-01-02 15:19:20,2016-01-02 15:26:46,32008,Cordell & Norfolk Ave,32002,Bethesda Ave & Arlington Rd,W20846,Member
368,2016-01-02 15:28:07,2016-01-02 15:34:15,31603,1st & M St NE,31517,Union Market/6th St & Neal Pl NE,W21355,Casual
5894,2016-01-02 15:29:31,2016-01-02 17:07:46,31234,20th & O St NW / Dupont South,31234,20th & O St NW / Dupont South,W21482,Casual
1997,2016-01-02 15:31:23,2016-01-02 16:04:40,31219,10th St & Constitution Ave NW,31002,20th & Crystal Dr,W00540,Member
349,2016-01-02 15:36:54,2016-01-02 15:42:43,31108,4th & M St SW,31243,4th & C St SW,W20812,Member
283,2016-01-02 15:39:32,2016-01-02 15:44:15,31626,15th St & Massachusetts Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00349,Member
338,2016-01-02 15:43:13,2016-01-02 15:48:51,31616,3rd & H St NE,31640,Maryland Ave & E St NE,W00807,Member
480,2016-01-02 15:43:13,2016-01-02 15:51:13,31212,21st & M St NW,31212,21st & M St NW,W22047,Member
950,2016-01-02 15:48:37,2016-01-02 16:04:28,31608,8th & Eye St SE / Barracks Row,31623,Columbus Circle / Union Station,W00966,Casual
1556,2016-01-02 15:49:05,2016-01-02 16:15:02,31228,8th & H St NW,31619,Lincoln Park / 13th & East Capitol St NE ,W00400,Casual
391,2016-01-02 15:49:14,2016-01-02 15:55:46,31103,16th & Harvard St NW,31229,New Hampshire Ave & T St NW,W21549,Member
1313,2016-01-02 16:04:32,2016-01-02 16:26:25,31249,Jefferson Memorial,31249,Jefferson Memorial,W01175,Casual
22879,2016-01-02 16:10:44,2016-01-02 22:32:03,31403,5th & Kennedy St NW,31503,Florida Ave & R St NW,W20854,Member
742,2016-01-02 16:12:54,2016-01-02 16:25:16,31312,Wisconsin Ave & O St NW,31113,Columbia Rd & Belmont St NW,W20820,Member
1543,2016-01-02 16:26:22,2016-01-02 16:52:05,31262,11th & F St NW,31246,M St & Pennsylvania Ave NW,W20852,Member
1737,2016-01-02 16:30:22,2016-01-02 16:59:19,31232,7th & F St NW / National Portrait Gallery,31251,12th & L St NW,W20217,Casual
376,2016-01-02 16:38:31,2016-01-02 16:44:48,31638,1st & H St NW,31603,1st & M St NE,W21381,Member
390,2016-01-02 16:44:21,2016-01-02 16:50:51,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00851,Member
406,2016-01-02 16:46:45,2016-01-02 16:53:32,31281,8th & O St NW,31274,10th & G St NW,W20145,Member
5014,2016-01-02 16:48:59,2016-01-02 18:12:34,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00700,Casual
1250,2016-01-02 16:49:09,2016-01-02 17:10:00,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31258,Lincoln Memorial,W20248,Casual
362,2016-01-02 16:52:14,2016-01-02 16:58:16,31101,14th & V St NW,31114,18th St & Wyoming Ave NW,W21957,Member
613,2016-01-02 16:58:54,2016-01-02 17:09:08,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W21188,Member
1729,2016-01-02 17:01:23,2016-01-02 17:30:13,31517,Union Market/6th St & Neal Pl NE,31280,11th & S St NW,W01468,Casual
390,2016-01-02 17:12:08,2016-01-02 17:18:38,31121,Calvert St & Woodley Pl NW,31114,18th St & Wyoming Ave NW,W21560,Member
516,2016-01-02 17:30:47,2016-01-02 17:39:24,31225,C & O Canal & Wisconsin Ave NW,31205,21st & I St NW,W20327,Member
1390,2016-01-02 17:41:47,2016-01-02 18:04:57,31247,Jefferson Dr & 14th St SW,31269,3rd St & Pennsylvania Ave SE,W00699,Casual
210,2016-01-02 17:41:47,2016-01-02 17:45:18,31278,18th & R St NW,31229,New Hampshire Ave & T St NW,W21232,Member
1615,2016-01-02 17:56:33,2016-01-02 18:23:28,31244,4th & E St SW,31201,15th & P St NW,W20973,Casual
312,2016-01-02 18:12:37,2016-01-02 18:17:50,31009,27th & Crystal Dr,31013,Eads & 22nd St S,W00805,Member
1071,2016-01-02 18:20:04,2016-01-02 18:37:56,31211,Kennedy Center,31116,California St & Florida Ave NW,W22083,Member
324,2016-01-02 18:33:39,2016-01-02 18:39:03,31039,Wilson Blvd & N Quincy St,31023,Fairfax Dr & Wilson Blvd,W20637,Member
485,2016-01-02 18:53:13,2016-01-02 19:01:18,31102,11th & Kenyon St NW,31101,14th & V St NW,W01025,Member
2075,2016-01-02 20:11:51,2016-01-02 20:46:27,31211,Kennedy Center,31616,3rd & H St NE,W00641,Member
2065,2016-01-02 20:12:01,2016-01-02 20:46:27,31211,Kennedy Center,31616,3rd & H St NE,W00552,Member
401,2016-01-02 20:32:09,2016-01-02 20:38:51,31119,14th & Belmont St NW,31102,11th & Kenyon St NW,W21416,Member
1131,2016-01-02 20:33:03,2016-01-02 20:51:54,31404,9th & Upshur St NW,31114,18th St & Wyoming Ave NW,W00783,Member
739,2016-01-02 20:57:50,2016-01-02 21:10:09,31121,Calvert St & Woodley Pl NW,31109,7th & T St NW,W20262,Member
700,2016-01-02 21:07:28,2016-01-02 21:19:08,31223,Convention Center / 7th & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W21616,Member
422,2016-01-02 22:11:50,2016-01-02 22:18:53,31600,5th & K St NW,31202,14th & R St NW,W00091,Member
715,2016-01-02 22:12:52,2016-01-02 22:24:47,31243,4th & C St SW,31206,19th & E Street NW,W00850,Member
539,2016-01-02 22:17:39,2016-01-02 22:26:38,31617,Bladensburg Rd & Benning Rd NE,31623,Columbus Circle / Union Station,W20975,Member
1629,2016-01-02 22:33:19,2016-01-02 23:00:29,31629,8th & East Capitol St NE,31200,Massachusetts Ave & Dupont Circle NW,W22178,Member
1220,2016-01-02 23:28:23,2016-01-02 23:48:43,31200,Massachusetts Ave & Dupont Circle NW,31506,1st & Rhode Island Ave NW,W00703,Member
180,2016-01-02 23:34:44,2016-01-02 23:37:44,31278,18th & R St NW,31114,18th St & Wyoming Ave NW,W00532,Member
330,2016-01-03 02:41:52,2016-01-03 02:47:23,31114,18th St & Wyoming Ave NW,31202,14th & R St NW,W22224,Member
613,2016-01-03 07:44:09,2016-01-03 07:54:23,31118,3rd & Elm St NW,31110,20th St & Florida Ave NW,W01037,Member
1026,2016-01-03 09:16:51,2016-01-03 09:33:57,31008,12th & Army Navy Dr,31088,Mount Vernon Ave & Kennedy St,W21775,Member
266,2016-01-03 09:20:27,2016-01-03 09:24:53,31631,8th & F St NE,31623,Columbus Circle / Union Station,W01139,Member
252,2016-01-03 09:42:21,2016-01-03 09:46:33,31266,11th & M St NW,31203,14th & Rhode Island Ave NW,W20586,Member
1149,2016-01-03 09:54:46,2016-01-03 10:13:56,31201,15th & P St NW,31602,Park Rd & Holmead Pl NW,W21757,Member
950,2016-01-03 10:01:16,2016-01-03 10:17:07,31241,Thomas Circle,31232,7th & F St NW / National Portrait Gallery,W00955,Casual
10003,2016-01-03 10:31:25,2016-01-03 13:18:09,31251,12th & L St NW,31247,Jefferson Dr & 14th St SW,W20453,Casual
4435,2016-01-03 10:48:19,2016-01-03 12:02:14,31246,M St & Pennsylvania Ave NW,31246,M St & Pennsylvania Ave NW,W01354,Casual
396,2016-01-03 10:57:52,2016-01-03 11:04:28,31085,Mount Vernon Ave & E Nelson Ave,31047,Braddock Rd Metro,W22185,Member
496,2016-01-03 11:29:16,2016-01-03 11:37:33,31618,4th & East Capitol St NE,31630,15th & East Capitol St NE,W00497,Member
266,2016-01-03 11:31:30,2016-01-03 11:35:57,31612,D St & Maryland Ave NE,31610,Eastern Market / 7th & North Carolina Ave SE,W21478,Member
641,2016-01-03 11:32:33,2016-01-03 11:43:14,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W22232,Member
417,2016-01-03 11:57:27,2016-01-03 12:04:25,31111,10th & U St NW,31114,18th St & Wyoming Ave NW,W20462,Member
3737,2016-01-03 11:59:00,2016-01-03 13:01:17,31219,10th St & Constitution Ave NW,31314,34th & Water St NW,W21085,Casual
1440,2016-01-03 12:03:08,2016-01-03 12:27:08,31257,22nd & I St NW / Foggy Bottom,31237,25th St & Pennsylvania Ave NW,W21967,Casual
1014,2016-01-03 12:18:13,2016-01-03 12:35:08,31101,14th & V St NW,31237,25th St & Pennsylvania Ave NW,W00148,Member
668,2016-01-03 12:18:29,2016-01-03 12:29:38,31200,Massachusetts Ave & Dupont Circle NW,31109,7th & T St NW,W22232,Member
1680,2016-01-03 12:22:03,2016-01-03 12:50:03,31258,Lincoln Memorial,31217,USDA / 12th & Independence Ave SW,W20721,Casual
666,2016-01-03 12:24:24,2016-01-03 12:35:31,31252,21st St & Pennsylvania Ave NW,31217,USDA / 12th & Independence Ave SW,W22143,Member
220,2016-01-03 12:26:31,2016-01-03 12:30:12,31222,New York Ave & 15th St NW,31242,18th St & Pennsylvania Ave NW,W01419,Member
524,2016-01-03 12:28:32,2016-01-03 12:37:17,31010,S Glebe & Potomac Ave,31002,20th & Crystal Dr,W22079,Member
1035,2016-01-03 12:57:32,2016-01-03 13:14:47,31117,15th & Euclid St  NW,31228,8th & H St NW,W21481,Casual
632,2016-01-03 13:08:34,2016-01-03 13:19:06,31116,California St & Florida Ave NW,31307,3000 Connecticut Ave NW / National Zoo,W20742,Member
1036,2016-01-03 13:21:28,2016-01-03 13:38:44,31509,New Jersey Ave & R St NW,31229,New Hampshire Ave & T St NW,W00920,Member
803,2016-01-03 13:22:57,2016-01-03 13:36:21,31202,14th & R St NW,31228,8th & H St NW,W21467,Member
4883,2016-01-03 13:24:59,2016-01-03 14:46:23,31258,Lincoln Memorial,31258,Lincoln Memorial,W21922,Casual
601,2016-01-03 13:32:13,2016-01-03 13:42:14,31101,14th & V St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W01299,Member
6473,2016-01-03 13:37:09,2016-01-03 15:25:02,31259,20th St & Virginia Ave NW,31259,20th St & Virginia Ave NW,W20997,Casual
703,2016-01-03 13:42:57,2016-01-03 13:54:41,31232,7th & F St NW / National Portrait Gallery,31108,4th & M St SW,W21901,Member
483,2016-01-03 13:43:26,2016-01-03 13:51:30,31252,21st St & Pennsylvania Ave NW,31222,New York Ave & 15th St NW,W21713,Casual
7252,2016-01-03 13:45:14,2016-01-03 15:46:06,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31247,Jefferson Dr & 14th St SW,W20317,Casual
464,2016-01-03 13:49:36,2016-01-03 13:57:21,31606,Potomac & Pennsylvania Ave SE,31634,3rd & Tingey St SE,W20564,Member
448,2016-01-03 14:08:23,2016-01-03 14:15:52,31229,New Hampshire Ave & T St NW,31109,7th & T St NW,W00846,Member
272,2016-01-03 14:15:14,2016-01-03 14:19:47,31500,4th & W St NE,31516,Rhode Island Ave Metro,W22065,Member
185,2016-01-03 14:32:15,2016-01-03 14:35:21,31254,15th & K St NW,31241,Thomas Circle,W20501,Member
1193,2016-01-03 14:35:25,2016-01-03 14:55:19,31712,Oklahoma Ave & D St NE,31243,4th & C St SW,W21604,Member
380,2016-01-03 14:35:44,2016-01-03 14:42:05,31201,15th & P St NW,31509,New Jersey Ave & R St NW,W01207,Member
652,2016-01-03 14:39:50,2016-01-03 14:50:43,31515,Fort Totten Metro,31515,Fort Totten Metro,W00829,Member
