Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,Year
585,10/28/2012 14:05,10/28/2012 14:14,31615,6th & H St NE,31625,3rd & G St SE,W20054,Member,2012
858,10/28/2012 14:07,10/28/2012 14:21,31615,6th & H St NE,31233,17th & K St NW / Farragut Square,W00270,Member,2012
1225,10/28/2012 14:08,10/28/2012 14:29,31611,13th & H St NE,31243,4th & C St SW,W00324,Casual,2012
401,10/28/2012 14:10,10/28/2012 14:16,31623,Columbus Circle / Union Station,31617,Bladensburg Rd & Benning Rd NE,W20955,Member,2012
436,10/28/2012 14:11,10/28/2012 14:18,31101,14th & V St NW,31105,14th & Harvard St NW,W01273,Member,2012
799,10/28/2012 14:11,10/28/2012 14:25,31242,18th St & Pennsylvania Ave NW,31202,14th & R St NW,W00933,Casual,2012
553,10/28/2012 14:27,10/28/2012 14:36,31253,19th & K St NW,31232,7th & F St NW / National Portrait Gallery,W00991,Member,2012
265,10/28/2012 14:31,10/28/2012 14:35,31101,14th & V St NW,31116,California St & Florida Ave NW,W00010,Member,2012
615,10/28/2012 14:32,10/28/2012 14:42,31004,Aurora Hills Community Ctr/18th & Hayes St,31010,S Glebe & Potomac Ave,W00854,Member,2012
922,10/28/2012 14:32,10/28/2012 14:47,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31232,7th & F St NW / National Portrait Gallery,W01398,Member,2012
255,10/28/2012 14:35,10/28/2012 14:39,31002,20th & Crystal Dr,31010,S Glebe & Potomac Ave,W00358,Member,2012
249,10/28/2012 14:37,10/28/2012 14:41,31201,15th & P St NW,31245,7th & R St NW / Shaw Library,W01469,Member,2012
791,10/28/2012 14:41,10/28/2012 14:54,31103,16th & Harvard St NW,31241,Thomas Circle,W01442,Member,2012
1447,10/28/2012 14:48,10/28/2012 15:12,31250,20th & L St NW,31616,3rd & H St NE,W20902,Member,2012
321,10/28/2012 14:49,10/28/2012 14:55,31602,Park Rd & Holmead Pl NW,31115,Columbia Rd & Georgia Ave NW,W00681,Member,2012
541,10/28/2012 14:50,10/28/2012 14:59,31622,13th & D St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20065,Member,2012
403,10/28/2012 14:55,10/28/2012 15:01,31238,14th & G St NW,31232,7th & F St NW / National Portrait Gallery,W00547,Member,2012
1030,10/28/2012 14:57,10/28/2012 15:14,31605,3rd & D St SE,31217,USDA / 12th & Independence Ave SW,W00020,Member,2012
1383,10/28/2012 15:06,10/28/2012 15:29,31022,Clarendon Metro / Wilson Blvd & N Highland St,31246,M St & Pennsylvania Ave NW,W01483,Member,2012
883,10/28/2012 15:11,10/28/2012 15:26,31503,Florida Ave & R St NW,31201,15th & P St NW,W01221,Member,2012
303,10/28/2012 15:23,10/28/2012 15:28,31258,Lincoln Memorial,31258,Lincoln Memorial,W20046,Casual,2012
739,10/28/2012 15:32,10/28/2012 15:45,31108,4th & M St SW,31249,Jefferson Memorial,W01116,Member,2012
1666,10/28/2012 15:39,10/28/2012 16:07,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31243,4th & C St SW,W00238,Casual,2012
1988,10/28/2012 15:45,10/28/2012 16:18,31503,Florida Ave & R St NW,31606,Potomac & Pennsylvania Ave SE,W00909,Member,2012
325,10/28/2012 15:48,10/28/2012 15:53,31108,4th & M St SW,31243,4th & C St SW,w01117,Member,2012
436,10/28/2012 15:50,10/28/2012 15:57,31109,7th & T St NW,31207,Georgia Ave and Fairmont St NW,W01457,Member,2012
510,10/28/2012 16:16,10/28/2012 16:25,31243,4th & C St SW,31228,8th & H St NW,w01117,Member,2012
644,10/28/2012 16:24,10/28/2012 16:35,31624,North Capitol St & F St NW,31603,1st & M St NE,W20086,Member,2012
1193,10/28/2012 16:41,10/28/2012 17:01,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31600,5th & K St NW,W20890,Member,2012
679,10/28/2012 16:48,10/28/2012 16:59,31250,20th & L St NW,31116,California St & Florida Ave NW,W00469,Member,2012
401,10/28/2012 16:50,10/28/2012 16:57,31201,15th & P St NW,31213,17th & K St NW,W00114,Member,2012
537,10/28/2012 16:57,10/28/2012 17:06,31200,Massachusetts Ave & Dupont Circle NW,31106,Calvert & Biltmore St NW,W01056,Member,2012
1434,10/28/2012 17:03,10/28/2012 17:26,31236,37th & O St NW / Georgetown University,31506,1st & Rhode Island Ave NW,W20961,Member,2012
224,10/28/2012 17:06,10/28/2012 17:10,31102,11th & Kenyon St NW,31400,Georgia & New Hampshire Ave NW,W00766,Member,2012
553,10/28/2012 17:26,10/28/2012 17:36,31225,C & O Canal & Wisconsin Ave NW,31205,21st & I St NW,W00987,Member,2012
393,10/28/2012 17:30,10/28/2012 17:36,31625,3rd & G St SE,31607,14th & D St SE,W00810,Member,2012
748,10/28/2012 17:33,10/28/2012 17:45,31113,Columbia Rd & Belmont St NW,31232,7th & F St NW / National Portrait Gallery,W20923,Member,2012
261,10/28/2012 17:38,10/28/2012 17:42,31618,4th & East Capitol St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20170,Member,2012
1388,10/28/2012 17:44,10/28/2012 18:07,31214,17th & Corcoran St NW,31214,17th & Corcoran St NW,W00904,Member,2012
259,10/28/2012 17:44,10/28/2012 17:48,31111,10th & U St NW,31101,14th & V St NW,W00101,Member,2012
228,10/28/2012 17:50,10/28/2012 17:54,31115,Columbia Rd & Georgia Ave NW,31602,Park Rd & Holmead Pl NW,W20896,Member,2012
513,10/28/2012 17:52,10/28/2012 18:00,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31108,4th & M St SW,W01138,Member,2012
383,10/28/2012 18:12,10/28/2012 18:19,31022,Clarendon Metro / Wilson Blvd & N Highland St,31030,Lee Hwy & N Adams St,W01467,Member,2012
521,10/28/2012 18:19,10/28/2012 18:27,31102,11th & Kenyon St NW,31107,Lamont & Mt Pleasant NW,W00133,Member,2012
93,10/28/2012 19:27,10/28/2012 19:29,31628,1st & K St SE,31208,M St & New Jersey Ave SE,W01392,Member,2012
295,10/28/2012 19:56,10/28/2012 20:00,31623,Columbus Circle / Union Station,31603,1st & M St NE,W01221,Member,2012
669,10/28/2012 20:09,10/28/2012 20:20,31111,10th & U St NW,31243,4th & C St SW,W00361,Member,2012
535,10/28/2012 21:53,10/28/2012 22:02,31257,22nd & I St NW / Foggy Bottom,31110,20th St & Florida Ave NW,W01093,Member,2012
1038,10/30/2012 13:11,10/30/2012 13:29,31500,4th & W St NE,31256,10th & E St NW,W01203,Member,2012
414,10/30/2012 13:23,10/30/2012 13:30,31107,Lamont & Mt Pleasant NW,31113,Columbia Rd & Belmont St NW,W00680,Member,2012
1895,10/30/2012 13:37,10/30/2012 14:08,31214,17th & Corcoran St NW,31225,C & O Canal & Wisconsin Ave NW,W20050,Member,2012
257,10/30/2012 13:39,10/30/2012 13:43,31101,14th & V St NW,31201,15th & P St NW,W20096,Member,2012
341,10/30/2012 13:56,10/30/2012 14:02,31213,17th & K St NW,31201,15th & P St NW,W01213,Member,2012
272,10/30/2012 14:11,10/30/2012 14:16,31102,11th & Kenyon St NW,31111,10th & U St NW,W00375,Member,2012
372,10/30/2012 14:11,10/30/2012 14:17,31619,Lincoln Park / 13th & East Capitol St NE ,31607,14th & D St SE,W00855,Member,2012
583,10/30/2012 14:12,10/30/2012 14:21,31616,3rd & H St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00927,Member,2012
225,10/30/2012 14:58,10/30/2012 15:02,31251,12th & L St NW,31228,8th & H St NW,W00229,Member,2012
205,10/30/2012 15:38,10/30/2012 15:42,31625,3rd & G St SE,31608,8th & Eye St SE / Barracks Row,W20175,Member,2012
292,10/30/2012 16:00,10/30/2012 16:05,31602,Park Rd & Holmead Pl NW,31115,Columbia Rd & Georgia Ave NW,W01240,Member,2012
533,10/30/2012 17:18,10/30/2012 17:27,31101,14th & V St NW,31111,10th & U St NW,W00619,Member,2012
269,10/30/2012 17:24,10/30/2012 17:29,31111,10th & U St NW,31203,14th & Rhode Island Ave NW,W00236,Member,2012
801,10/30/2012 17:27,10/30/2012 17:41,31258,Lincoln Memorial,31211,Kennedy Center,W00843,Casual,2012
634,10/30/2012 18:07,10/30/2012 18:18,31110,20th St & Florida Ave NW,31105,14th & Harvard St NW,W00370,Member,2012
175,10/30/2012 18:30,10/30/2012 18:33,31624,North Capitol St & F St NW,31604,3rd & H St NW,W01225,Member,2012
372,10/30/2012 19:05,10/30/2012 19:11,31301,Ward Circle / American University,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,W00026,Member,2012
201,10/30/2012 19:13,10/30/2012 19:17,31623,Columbus Circle / Union Station,31615,6th & H St NE,W01388,Member,2012
1183,10/30/2012 20:03,10/30/2012 20:23,31258,Lincoln Memorial,31242,18th St & Pennsylvania Ave NW,W20142,Casual,2012
784,10/30/2012 20:10,10/30/2012 20:23,31611,13th & H St NE,31244,4th & E St SW,W00154,Member,2012
222,10/30/2012 20:27,10/30/2012 20:31,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W01327,Member,2012
1337,10/30/2012 20:29,10/30/2012 20:51,31104,Adams Mill & Columbia Rd NW,31116,California St & Florida Ave NW,W00972,Member,2012
414,10/30/2012 21:43,10/30/2012 21:50,31233,17th & K St NW / Farragut Square,31116,California St & Florida Ave NW,W01069,Member,2012
255,10/30/2012 22:08,10/30/2012 22:12,31200,Massachusetts Ave & Dupont Circle NW,31239,Rhode Island & Connecticut Ave NW,W00294,Member,2012
895,10/30/2012 22:51,10/30/2012 23:06,31211,Kennedy Center,31104,Adams Mill & Columbia Rd NW,W00326,Member,2012
672,10/30/2012 23:13,10/30/2012 23:24,31105,14th & Harvard St NW,31600,5th & K St NW,W20154,Member,2012
799,10/31/2012 5:39,10/31/2012 5:52,31608,8th & Eye St SE / Barracks Row,31219,10th St & Constitution Ave NW,W20129,Member,2012
143,10/31/2012 6:03,10/31/2012 6:06,31205,21st & I St NW,31204,20th & E St NW,W00872,Member,2012
1383,10/31/2012 6:31,10/31/2012 6:54,31110,20th St & Florida Ave NW,31017,Wilson Blvd & N Uhle St,W00737,Member,2012
808,10/31/2012 6:41,10/31/2012 6:55,31623,Columbus Circle / Union Station,31217,USDA / 12th & Independence Ave SW,W20125,Member,2012
295,10/31/2012 7:06,10/31/2012 7:10,31622,13th & D St NE,31623,Columbus Circle / Union Station,W20030,Member,2012
634,10/31/2012 7:15,10/31/2012 7:26,31612,D St & Maryland Ave NE,31601,19th & East Capitol St SE,W00157,Member,2012
277,10/31/2012 7:28,10/31/2012 7:33,31237,25th St & Pennsylvania Ave NW,31213,17th & K St NW,W00572,Member,2012
731,10/31/2012 7:42,10/31/2012 7:54,31506,1st & Rhode Island Ave NW,31623,Columbus Circle / Union Station,W01273,Member,2012
518,10/31/2012 7:44,10/31/2012 7:53,31101,14th & V St NW,31234,20th & O St NW / Dupont South,W00068,Member,2012
526,10/31/2012 7:47,10/31/2012 7:56,31200,Massachusetts Ave & Dupont Circle NW,31215,Georgetown Harbor / 30th St NW,W20033,Member,2012
1109,10/31/2012 8:00,10/31/2012 8:18,31402,14th St Heights / 14th & Crittenden St NW,31213,17th & K St NW,W01418,Member,2012
947,10/31/2012 8:04,10/31/2012 8:20,31102,11th & Kenyon St NW,31230,Metro Center / 12th & G St NW,W00088,Member,2012
368,10/31/2012 8:11,10/31/2012 8:17,31620,5th & F St NW,31623,Columbus Circle / Union Station,W01199,Member,2012
785,10/31/2012 8:19,10/31/2012 8:32,31610,Eastern Market / 7th & North Carolina Ave SE,31620,5th & F St NW,W01388,Member,2012
406,10/31/2012 8:20,10/31/2012 8:26,31100,19th St & Pennsylvania Ave NW,31230,Metro Center / 12th & G St NW,W00917,Member,2012
729,10/31/2012 8:24,10/31/2012 8:36,31602,Park Rd & Holmead Pl NW,31200,Massachusetts Ave & Dupont Circle NW,W00604,Member,2012
701,10/31/2012 8:32,10/31/2012 8:43,31116,California St & Florida Ave NW,31246,M St & Pennsylvania Ave NW,W00418,Member,2012
1157,10/31/2012 8:32,10/31/2012 8:51,31623,Columbus Circle / Union Station,31235,19th St & Constitution Ave NW,W20171,Member,2012
1316,10/31/2012 8:37,10/31/2012 8:59,31505,Eckington Pl & Q St NE,31232,7th & F St NW / National Portrait Gallery,W00857,Member,2012
1002,10/31/2012 8:45,10/31/2012 9:02,31617,Bladensburg Rd & Benning Rd NE,31218,L'Enfant Plaza / 7th & C St SW,W00685,Member,2012
548,10/31/2012 8:45,10/31/2012 8:55,31506,1st & Rhode Island Ave NW,31239,Rhode Island & Connecticut Ave NW,W00641,Member,2012
390,10/31/2012 8:47,10/31/2012 8:54,31031,15th & N Scott St,31014,Lynn & 19th St North,W00366,Member,2012
432,10/31/2012 8:49,10/31/2012 8:56,31021,Clarendon Blvd & N Fillmore St,31014,Lynn & 19th St North,W00055,Member,2012
584,10/31/2012 9:05,10/31/2012 9:15,31257,22nd & I St NW / Foggy Bottom,31239,Rhode Island & Connecticut Ave NW,W01486,Member,2012
1494,10/31/2012 9:05,10/31/2012 9:30,31506,1st & Rhode Island Ave NW,31205,21st & I St NW,W00564,Member,2012
232,10/31/2012 9:15,10/31/2012 9:19,31624,North Capitol St & F St NW,31604,3rd & H St NW,W00603,Member,2012
714,10/31/2012 10:05,10/31/2012 10:17,31101,14th & V St NW,31100,19th St & Pennsylvania Ave NW,W00669,Member,2012
356,10/31/2012 10:36,10/31/2012 10:42,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31208,M St & New Jersey Ave SE,W00487,Member,2012
783,10/31/2012 11:20,10/31/2012 11:33,31606,Potomac & Pennsylvania Ave SE,31622,13th & D St NE,W01450,Member,2012
676,10/31/2012 12:21,10/31/2012 12:32,31243,4th & C St SW,31600,5th & K St NW,W01399,Member,2012
202,10/31/2012 12:24,10/31/2012 12:28,31100,19th St & Pennsylvania Ave NW,31221,18th & M St NW,W00437,Member,2012
505,10/31/2012 12:30,10/31/2012 12:39,31246,M St & Pennsylvania Ave NW,31242,18th St & Pennsylvania Ave NW,W20944,Member,2012
402,10/31/2012 12:31,10/31/2012 12:38,31257,22nd & I St NW / Foggy Bottom,31200,Massachusetts Ave & Dupont Circle NW,W00067,Member,2012
1106,10/31/2012 12:44,10/31/2012 13:02,31216,14th St & New York Ave NW,31228,8th & H St NW,W00741,Member,2012
566,10/31/2012 12:56,10/31/2012 13:06,31257,22nd & I St NW / Foggy Bottom,31116,California St & Florida Ave NW,W00334,Member,2012
1026,10/31/2012 13:09,10/31/2012 13:26,31229,New Hampshire Ave & T St NW,31604,3rd & H St NW,W00657,Member,2012
240,10/31/2012 13:16,10/31/2012 13:20,31239,Rhode Island & Connecticut Ave NW,31250,20th & L St NW,W20896,Member,2012
357,10/31/2012 13:19,10/31/2012 13:25,31004,Aurora Hills Community Ctr/18th & Hayes St,31009,27th & Crystal Dr,W20078,Member,2012
205,10/31/2012 13:39,10/31/2012 13:42,31218,L'Enfant Plaza / 7th & C St SW,31217,USDA / 12th & Independence Ave SW,W00237,Member,2012
282,10/31/2012 13:52,10/31/2012 13:57,31038,Glebe Rd & 11th St N,31024,Virginia Square Metro / N Monroe St & 9th St N,W01095,Member,2012
381,10/31/2012 14:02,10/31/2012 14:08,31603,1st & M St NE,31505,Eckington Pl & Q St NE,W00082,Member,2012
1591,10/31/2012 14:04,10/31/2012 14:30,31610,Eastern Market / 7th & North Carolina Ave SE,31605,3rd & D St SE,W00794,Member,2012
398,10/31/2012 14:12,10/31/2012 14:18,31208,M St & New Jersey Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00194,Member,2012
472,10/31/2012 14:13,10/31/2012 14:21,31219,10th St & Constitution Ave NW,31232,7th & F St NW / National Portrait Gallery,W00919,Casual,2012
1020,10/31/2012 14:17,10/31/2012 14:34,31214,17th & Corcoran St NW,31236,37th & O St NW / Georgetown University,W20114,Member,2012
192,10/31/2012 14:23,10/31/2012 14:26,31103,16th & Harvard St NW,31116,California St & Florida Ave NW,W00205,Member,2012
571,10/31/2012 14:31,10/31/2012 14:41,31601,19th & East Capitol St SE,31606,Potomac & Pennsylvania Ave SE,W20972,Member,2012
477,10/31/2012 14:31,10/31/2012 14:39,31100,19th St & Pennsylvania Ave NW,31246,M St & Pennsylvania Ave NW,W20169,Member,2012
575,10/31/2012 14:52,10/31/2012 15:01,31200,Massachusetts Ave & Dupont Circle NW,31251,12th & L St NW,W20899,Member,2012
847,10/31/2012 14:52,10/31/2012 15:06,31232,7th & F St NW / National Portrait Gallery,31610,Eastern Market / 7th & North Carolina Ave SE,W01178,Member,2012
469,10/31/2012 15:00,10/31/2012 15:08,31253,19th & K St NW,31110,20th St & Florida Ave NW,W20169,Member,2012
284,10/31/2012 15:16,10/31/2012 15:21,31204,20th & E St NW,31255,24th & N St NW,W01360,Member,2012
4399,10/31/2012 15:24,10/31/2012 16:38,31246,M St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00375,Casual,2012
884,10/31/2012 15:33,10/31/2012 15:48,31604,3rd & H St NW,31603,1st & M St NE,W00860,Member,2012
244,10/31/2012 15:38,10/31/2012 15:42,31049,Utah St & 11th St N ,31039,Wilson Blvd & N Quincy St,W00091,Member,2012
458,10/31/2012 15:46,10/31/2012 15:54,31111,10th & U St NW,31105,14th & Harvard St NW,W00932,Member,2012
445,10/31/2012 15:52,10/31/2012 16:00,31603,1st & M St NE,31503,Florida Ave & R St NW,W00860,Member,2012
254,10/31/2012 16:02,10/31/2012 16:06,31101,14th & V St NW,31116,California St & Florida Ave NW,W00285,Member,2012
1519,10/31/2012 16:03,10/31/2012 16:28,31218,L'Enfant Plaza / 7th & C St SW,31222,New York Ave & 15th St NW,W00617,Casual,2012
511,10/31/2012 16:05,10/31/2012 16:14,31623,Columbus Circle / Union Station,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01065,Member,2012
291,10/31/2012 16:19,10/31/2012 16:23,31255,24th & N St NW,31200,Massachusetts Ave & Dupont Circle NW,W20962,Member,2012
1353,10/31/2012 16:20,10/31/2012 16:43,31246,M St & Pennsylvania Ave NW,31401,14th St & Spring Rd NW,W00208,Member,2012
692,10/31/2012 16:21,10/31/2012 16:33,31206,19th & E Street NW,31238,14th & G St NW,W00205,Member,2012
131,10/31/2012 16:35,10/31/2012 16:37,31250,20th & L St NW,31234,20th & O St NW / Dupont South,W00439,Member,2012
796,10/31/2012 16:39,10/31/2012 16:53,31231,14th & D St NW / Ronald Reagan Building,31503,Florida Ave & R St NW,W00314,Member,2012
172,10/31/2012 16:44,10/31/2012 16:47,31233,17th & K St NW / Farragut Square,31239,Rhode Island & Connecticut Ave NW,W00988,Member,2012
1606,10/31/2012 16:49,10/31/2012 17:16,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20127,Casual,2012
1254,10/31/2012 16:52,10/31/2012 17:13,31233,17th & K St NW / Farragut Square,31605,3rd & D St SE,W20126,Member,2012
159,10/31/2012 16:53,10/31/2012 16:56,31224,19th & L St NW,31234,20th & O St NW / Dupont South,W01190,Member,2012
380,10/31/2012 16:57,10/31/2012 17:03,31228,8th & H St NW,31624,North Capitol St & F St NW,W20121,Member,2012
1387,10/31/2012 16:58,10/31/2012 17:21,31258,Lincoln Memorial,31006,S Joyce & Army Navy Dr,W20948,Member,2012
798,10/31/2012 17:00,10/31/2012 17:13,31220,US Dept of State / Virginia Ave & 21st St NW,31101,14th & V St NW,W20119,Member,2012
880,10/31/2012 17:01,10/31/2012 17:16,31503,Florida Ave & R St NW,31239,Rhode Island & Connecticut Ave NW,W00860,Member,2012
260,10/31/2012 17:01,10/31/2012 17:06,31505,Eckington Pl & Q St NE,31500,4th & W St NE,W00687,Member,2012
963,10/31/2012 17:05,10/31/2012 17:21,31235,19th St & Constitution Ave NW,31605,3rd & D St SE,W00548,Member,2012
716,10/31/2012 17:09,10/31/2012 17:21,31621,4th & D St NW / Judiciary Square,31615,6th & H St NE,W01144,Member,2012
395,10/31/2012 17:13,10/31/2012 17:20,31603,1st & M St NE,31600,5th & K St NW,W01097,Member,2012
1297,10/31/2012 17:19,10/31/2012 17:41,31610,Eastern Market / 7th & North Carolina Ave SE,31504,10th & Monroe St NE,W00507,Member,2012
485,10/31/2012 17:22,10/31/2012 17:30,31227,13th St & New York Ave NW,31257,22nd & I St NW / Foggy Bottom,W00444,Member,2012
199,10/31/2012 17:27,10/31/2012 17:31,31200,Massachusetts Ave & Dupont Circle NW,31110,20th St & Florida Ave NW,W00798,Member,2012
551,10/31/2012 17:30,10/31/2012 17:40,31231,14th & D St NW / Ronald Reagan Building,31221,18th & M St NW,W00312,Member,2012
1225,10/31/2012 17:31,10/31/2012 17:51,31216,14th St & New York Ave NW,31610,Eastern Market / 7th & North Carolina Ave SE,W00558,Member,2012
523,10/31/2012 17:38,10/31/2012 17:47,31623,Columbus Circle / Union Station,31611,13th & H St NE,W00251,Member,2012
510,10/31/2012 17:40,10/31/2012 17:49,31216,14th St & New York Ave NW,31212,21st & M St NW,W00663,Member,2012
321,10/31/2012 17:42,10/31/2012 17:47,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W00141,Member,2012
153,10/31/2012 17:43,10/31/2012 17:46,31624,North Capitol St & F St NW,31604,3rd & H St NW,W00092,Member,2012
291,10/31/2012 17:43,10/31/2012 17:48,31607,14th & D St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W01087,Member,2012
218,10/31/2012 17:44,10/31/2012 17:48,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00462,Member,2012
624,10/31/2012 17:51,10/31/2012 18:01,31227,13th St & New York Ave NW,31201,15th & P St NW,W20919,Member,2012
433,10/31/2012 17:54,10/31/2012 18:01,31623,Columbus Circle / Union Station,31622,13th & D St NE,W00763,Member,2012
1416,10/31/2012 17:59,10/31/2012 18:22,31237,25th St & Pennsylvania Ave NW,31615,6th & H St NE,W20130,Member,2012
458,10/31/2012 18:00,10/31/2012 18:07,31012,26th & S Clark St,31001,18th & Eads St.,W20176,Member,2012
869,10/31/2012 18:02,10/31/2012 18:17,31222,New York Ave & 15th St NW,31623,Columbus Circle / Union Station,W01362,Member,2012
962,10/31/2012 18:12,10/31/2012 18:28,31238,14th & G St NW,31200,Massachusetts Ave & Dupont Circle NW,W01096,Member,2012
305,10/31/2012 18:16,10/31/2012 18:21,31625,3rd & G St SE,31208,M St & New Jersey Ave SE,W01059,Member,2012
683,10/31/2012 18:23,10/31/2012 18:35,31233,17th & K St NW / Farragut Square,31116,California St & Florida Ave NW,W00514,Member,2012
535,10/31/2012 18:24,10/31/2012 18:33,31252,21st St & Pennsylvania Ave NW,31251,12th & L St NW,W00086,Member,2012
769,10/31/2012 18:26,10/31/2012 18:39,31214,17th & Corcoran St NW,31214,17th & Corcoran St NW,W00705,Member,2012
220,10/31/2012 18:36,10/31/2012 18:39,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00748,Member,2012
533,10/31/2012 18:42,10/31/2012 18:51,31223,Convention Center / 7th & M St NW,31203,14th & Rhode Island Ave NW,W01007,Member,2012
1147,10/31/2012 18:42,10/31/2012 19:02,31239,Rhode Island & Connecticut Ave NW,31245,7th & R St NW / Shaw Library,W01468,Member,2012
767,10/31/2012 18:43,10/31/2012 18:56,31300,Van Ness Metro / UDC,31200,Massachusetts Ave & Dupont Circle NW,W00647,Member,2012
1082,10/31/2012 18:44,10/31/2012 19:02,31236,37th & O St NW / Georgetown University,31104,Adams Mill & Columbia Rd NW,W00915,Member,2012
745,10/31/2012 18:46,10/31/2012 18:59,31305,Connecticut Ave & Newark St NW / Cleveland Park,31104,Adams Mill & Columbia Rd NW,W01028,Member,2012
1146,10/31/2012 18:47,10/31/2012 19:06,31203,14th & Rhode Island Ave NW,31604,3rd & H St NW,W00641,Casual,2012
385,10/31/2012 18:55,10/31/2012 19:01,31224,19th & L St NW,31257,22nd & I St NW / Foggy Bottom,W00811,Member,2012
258,10/31/2012 19:09,10/31/2012 19:13,31214,17th & Corcoran St NW,31110,20th St & Florida Ave NW,W00162,Member,2012
404,10/31/2012 19:12,10/31/2012 19:18,31039,Wilson Blvd & N Quincy St,31022,Clarendon Metro / Wilson Blvd & N Highland St,W01319,Member,2012
269,10/31/2012 19:12,10/31/2012 19:17,31253,19th & K St NW,31205,21st & I St NW,W00169,Member,2012
808,10/31/2012 19:14,10/31/2012 19:27,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00139,Member,2012
451,10/31/2012 19:18,10/31/2012 19:25,31228,8th & H St NW,31603,1st & M St NE,W00134,Member,2012
572,10/31/2012 19:22,10/31/2012 19:31,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W00227,Member,2012
789,10/31/2012 19:27,10/31/2012 19:40,31202,14th & R St NW,31215,Georgetown Harbor / 30th St NW,W00521,Casual,2012
489,10/31/2012 19:30,10/31/2012 19:38,31254,15th & K St NW,31202,14th & R St NW,W01152,Member,2012
361,10/31/2012 19:36,10/31/2012 19:42,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00852,Member,2012
305,10/31/2012 19:38,10/31/2012 19:43,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W01346,Member,2012
1320,10/31/2012 19:40,10/31/2012 20:02,31602,Park Rd & Holmead Pl NW,31624,North Capitol St & F St NW,W20939,Member,2012
1755,10/31/2012 19:42,10/31/2012 20:11,31401,14th St & Spring Rd NW,31105,14th & Harvard St NW,W00981,Member,2012
490,10/31/2012 19:45,10/31/2012 19:53,31252,21st St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00801,Member,2012
840,10/31/2012 19:50,10/31/2012 20:04,31037,Ballston Metro / N Stuart & 9th St N,31017,Wilson Blvd & N Uhle St,W01154,Member,2012
225,10/31/2012 19:56,10/31/2012 19:59,31245,7th & R St NW / Shaw Library,31506,1st & Rhode Island Ave NW,W01042,Member,2012
766,10/31/2012 19:57,10/31/2012 20:10,31603,1st & M St NE,31611,13th & H St NE,W00444,Member,2012
366,10/31/2012 20:03,10/31/2012 20:09,31105,14th & Harvard St NW,31229,New Hampshire Ave & T St NW,W00652,Member,2012
812,10/31/2012 20:14,10/31/2012 20:28,31201,15th & P St NW,31505,Eckington Pl & Q St NE,W01481,Member,2012
679,10/31/2012 20:26,10/31/2012 20:37,31101,14th & V St NW,31107,Lamont & Mt Pleasant NW,W00247,Member,2012
226,10/31/2012 20:48,10/31/2012 20:51,31244,4th & E St SW,31108,4th & M St SW,W00103,Member,2012
414,10/31/2012 20:59,10/31/2012 21:06,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31628,1st & K St SE,W00845,Member,2012
756,10/31/2012 21:01,10/31/2012 21:13,31214,17th & Corcoran St NW,31246,M St & Pennsylvania Ave NW,W00707,Member,2012
227,10/31/2012 21:10,10/31/2012 21:14,31612,D St & Maryland Ave NE,31611,13th & H St NE,W01200,Member,2012
353,10/31/2012 21:59,10/31/2012 22:05,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,31302,Wisconsin Ave & Newark St NW,W00973,Member,2012
1043,10/31/2012 22:29,10/31/2012 22:47,31624,North Capitol St & F St NW,31258,Lincoln Memorial,W00269,Member,2012
208,10/31/2012 22:39,10/31/2012 22:43,31618,4th & East Capitol St NE,31625,3rd & G St SE,W00853,Member,2012
370,10/31/2012 23:41,10/31/2012 23:47,31241,Thomas Circle,31233,17th & K St NW / Farragut Square,W01446,Member,2012
