Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,Year
893,7/11/2012 8:00,7/11/2012 8:15,31615,6th & H St NE,31218,L'Enfant Plaza / 7th & C St SW,W20154,Member,2012
1002,7/11/2012 8:03,7/11/2012 8:20,31215,Georgetown Harbor / 30th St NW,31254,15th & K St NW,W00802,Casual,2012
453,7/11/2012 8:04,7/11/2012 8:12,31241,Thomas Circle,31224,19th & L St NW,W01369,Member,2012
1192,7/11/2012 8:05,7/11/2012 8:25,31400,Georgia & New Hampshire Ave NW,31231,14th & D St NW / Ronald Reagan Building,W01300,Member,2012
1485,7/11/2012 8:09,7/11/2012 8:34,31108,4th & M St SW,31237,25th St & Pennsylvania Ave NW,W00891,Member,2012
391,7/11/2012 8:11,7/11/2012 8:18,31610,Eastern Market / 7th & North Carolina Ave SE,31623,Columbus Circle / Union Station,W01036,Member,2012
1016,7/11/2012 8:14,7/11/2012 8:31,31616,3rd & H St NE,31243,4th & C St SW,W00398,Member,2012
1001,7/11/2012 8:28,7/11/2012 8:45,31602,Park Rd & Holmead Pl NW,31255,24th & N St NW,W00439,Member,2012
811,7/11/2012 8:34,7/11/2012 8:47,31104,Adams Mill & Columbia Rd NW,31227,13th St & New York Ave NW,W00966,Member,2012
717,7/11/2012 8:35,7/11/2012 8:47,31604,3rd & H St NW,31204,20th & E St NW,W20084,Member,2012
857,7/11/2012 8:44,7/11/2012 8:58,31603,1st & M St NE,31202,14th & R St NW,W00385,Member,2012
335,7/11/2012 8:46,7/11/2012 8:52,31035,N Quincy St & Glebe Rd,31024,Virginia Square Metro / N Monroe St & 9th St N,W20045,Member,2012
563,7/11/2012 9:01,7/11/2012 9:11,31111,10th & U St NW,31227,13th St & New York Ave NW,W00973,Member,2012
302,7/11/2012 9:04,7/11/2012 9:09,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00049,Member,2012
557,7/11/2012 9:08,7/11/2012 9:17,31206,19th & E Street NW,31219,10th St & Constitution Ave NW,W00801,Member,2012
1500,7/11/2012 9:21,7/11/2012 9:46,31105,14th & Harvard St NW,31014,Lynn & 19th St North,W00013,Member,2012
749,7/11/2012 10:49,7/11/2012 11:02,31226,34th St & Wisconsin Ave NW,31233,17th & K St NW / Farragut Square,W01045,Member,2012
583,7/11/2012 11:06,7/11/2012 11:16,31503,Florida Ave & R St NW,31232,7th & F St NW / National Portrait Gallery,W00681,Member,2012
586,7/11/2012 11:10,7/11/2012 11:20,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00225,Member,2012
455,7/11/2012 11:26,7/11/2012 11:34,31625,3rd & G St SE,31606,Potomac & Pennsylvania Ave SE,W00814,Member,2012
1109,7/11/2012 11:30,7/11/2012 11:49,31221,18th & M St NW,31225,C & O Canal & Wisconsin Ave NW,W01005,Casual,2012
869,7/11/2012 11:55,7/11/2012 12:09,31230,Metro Center / 12th & G St NW,31624,North Capitol St & F St NW,W00989,Casual,2012
152,7/11/2012 11:59,7/11/2012 12:01,31221,18th & M St NW,31253,19th & K St NW,W01500,Member,2012
1592,7/11/2012 12:26,7/11/2012 12:53,31200,Massachusetts Ave & Dupont Circle NW,31218,L'Enfant Plaza / 7th & C St SW,W01172,Casual,2012
2474,7/11/2012 12:54,7/11/2012 13:36,31236,37th & O St NW / Georgetown University,31247,Jefferson Dr & 14th St SW,W00889,Casual,2012
1559,7/11/2012 13:12,7/11/2012 13:38,31223,Convention Center / 7th & M St NW,31600,5th & K St NW,W00509,Member,2012
416,7/11/2012 13:49,7/11/2012 13:56,31205,21st & I St NW,31242,18th St & Pennsylvania Ave NW,W01314,Member,2012
663,7/11/2012 13:57,7/11/2012 14:08,31113,Columbia Rd & Belmont St NW,31602,Park Rd & Holmead Pl NW,W00557,Member,2012
1455,7/11/2012 14:05,7/11/2012 14:30,31205,21st & I St NW,31225,C & O Canal & Wisconsin Ave NW,W00961,Casual,2012
1188,7/11/2012 15:08,7/11/2012 15:28,31236,37th & O St NW / Georgetown University,31247,Jefferson Dr & 14th St SW,W01332,Member,2012
344,7/11/2012 15:14,7/11/2012 15:20,31618,4th & East Capitol St NE,31623,Columbus Circle / Union Station,W20153,Member,2012
320,7/11/2012 15:17,7/11/2012 15:22,31619,Lincoln Park / 13th & East Capitol St NE ,31610,Eastern Market / 7th & North Carolina Ave SE,W01301,Member,2012
827,7/11/2012 15:30,7/11/2012 15:44,31503,Florida Ave & R St NW,31621,4th & D St NW / Judiciary Square,W01240,Member,2012
1111,7/11/2012 15:43,7/11/2012 16:01,31236,37th & O St NW / Georgetown University,31233,17th & K St NW / Farragut Square,W01065,Member,2012
232,7/11/2012 15:56,7/11/2012 16:00,31212,21st & M St NW,31205,21st & I St NW,W01383,Member,2012
316,7/11/2012 16:05,7/11/2012 16:11,31213,17th & K St NW,31203,14th & Rhode Island Ave NW,W01028,Member,2012
815,7/11/2012 16:09,7/11/2012 16:23,31220,US Dept of State / Virginia Ave & 21st St NW,31203,14th & Rhode Island Ave NW,W00584,Member,2012
380,7/11/2012 16:13,7/11/2012 16:19,31243,4th & C St SW,31108,4th & M St SW,W00909,Member,2012
222,7/11/2012 16:17,7/11/2012 16:20,31232,7th & F St NW / National Portrait Gallery,31238,14th & G St NW,W01159,Member,2012
717,7/11/2012 16:17,7/11/2012 16:29,31603,1st & M St NE,31228,8th & H St NW,W00764,Member,2012
916,7/11/2012 16:32,7/11/2012 16:47,31236,37th & O St NW / Georgetown University,31104,Adams Mill & Columbia Rd NW,W00022,Member,2012
1122,7/11/2012 16:45,7/11/2012 17:03,31618,4th & East Capitol St NE,31202,14th & R St NW,W01081,Member,2012
327,7/11/2012 16:45,7/11/2012 16:50,31255,24th & N St NW,31200,Massachusetts Ave & Dupont Circle NW,W00111,Member,2012
745,7/11/2012 17:14,7/11/2012 17:26,31204,20th & E St NW,31116,California St & Florida Ave NW,W00439,Member,2012
426,7/11/2012 17:30,7/11/2012 17:37,31221,18th & M St NW,31101,14th & V St NW,W00831,Member,2012
1020,7/11/2012 17:39,7/11/2012 17:56,31243,4th & C St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01451,Casual,2012
478,7/11/2012 17:44,7/11/2012 17:52,31203,14th & Rhode Island Ave NW,31229,New Hampshire Ave & T St NW,W20070,Member,2012
1108,7/11/2012 17:45,7/11/2012 18:03,31233,17th & K St NW / Farragut Square,31605,3rd & D St SE,W20064,Member,2012
559,7/11/2012 17:51,7/11/2012 18:01,31217,USDA / 12th & Independence Ave SW,31232,7th & F St NW / National Portrait Gallery,W00252,Member,2012
335,7/11/2012 17:57,7/11/2012 18:02,31228,8th & H St NW,31218,L'Enfant Plaza / 7th & C St SW,W20040,Member,2012
336,7/11/2012 17:58,7/11/2012 18:04,31805,Pennsylvania & Minnesota Ave SE,31702,Randle Circle & Minnesota Ave SE,W01388,Member,2012
378,7/11/2012 18:01,7/11/2012 18:07,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W01080,Member,2012
556,7/11/2012 18:02,7/11/2012 18:11,31229,New Hampshire Ave & T St NW,31205,21st & I St NW,W00317,Member,2012
1129,7/11/2012 18:09,7/11/2012 18:28,31215,Georgetown Harbor / 30th St NW,31227,13th St & New York Ave NW,W01435,Member,2012
137,7/11/2012 18:18,7/11/2012 18:21,31224,19th & L St NW,31205,21st & I St NW,W00784,Member,2012
1069,7/11/2012 18:21,7/11/2012 18:39,31624,North Capitol St & F St NW,31241,Thomas Circle,W00356,Member,2012
455,7/11/2012 18:22,7/11/2012 18:30,31217,USDA / 12th & Independence Ave SW,31230,Metro Center / 12th & G St NW,W00516,Member,2012
172,7/11/2012 18:28,7/11/2012 18:31,31623,Columbus Circle / Union Station,31616,3rd & H St NE,W00284,Member,2012
571,7/11/2012 18:40,7/11/2012 18:50,31034,N Randolph St & Fairfax Dr,31016,Clarendon Blvd & Pierce St,W00376,Member,2012
634,7/11/2012 18:52,7/11/2012 19:02,31034,N Randolph St & Fairfax Dr,31028,N Veitch & Key Blvd,W01271,Member,2012
420,7/11/2012 19:00,7/11/2012 19:07,31619,Lincoln Park / 13th & East Capitol St NE ,31605,3rd & D St SE,W01446,Member,2012
388,7/11/2012 19:07,7/11/2012 19:13,31216,14th St & New York Ave NW,31232,7th & F St NW / National Portrait Gallery,W00263,Member,2012
776,7/11/2012 19:12,7/11/2012 19:25,31223,Convention Center / 7th & M St NW,31623,Columbus Circle / Union Station,W00652,Member,2012
819,7/11/2012 19:14,7/11/2012 19:27,31244,4th & E St SW,31603,1st & M St NE,W01440,Member,2012
424,7/11/2012 19:17,7/11/2012 19:24,31619,Lincoln Park / 13th & East Capitol St NE ,31605,3rd & D St SE,W00860,Member,2012
460,7/11/2012 19:18,7/11/2012 19:25,31618,4th & East Capitol St NE,31601,19th & East Capitol St SE,W01480,Member,2012
240,7/11/2012 19:20,7/11/2012 19:24,31625,3rd & G St SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00546,Member,2012
394,7/11/2012 19:20,7/11/2012 19:26,31101,14th & V St NW,31110,20th St & Florida Ave NW,W20145,Member,2012
307,7/11/2012 19:28,7/11/2012 19:33,31103,16th & Harvard St NW,31116,California St & Florida Ave NW,W01461,Member,2012
2830,7/11/2012 19:30,7/11/2012 20:17,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01309,Casual,2012
903,7/11/2012 19:33,7/11/2012 19:48,31223,Convention Center / 7th & M St NW,31109,7th & T St NW,W20139,Member,2012
396,7/11/2012 19:34,7/11/2012 19:40,31233,17th & K St NW / Farragut Square,31238,14th & G St NW,W00255,Member,2012
633,7/11/2012 19:35,7/11/2012 19:46,31222,New York Ave & 15th St NW,31201,15th & P St NW,W00552,Casual,2012
1459,7/11/2012 19:38,7/11/2012 20:03,31219,10th St & Constitution Ave NW,31606,Potomac & Pennsylvania Ave SE,W00572,Member,2012
273,7/11/2012 19:40,7/11/2012 19:45,31110,20th St & Florida Ave NW,31234,20th & O St NW / Dupont South,W20145,Member,2012
1319,7/11/2012 19:43,7/11/2012 20:04,31220,US Dept of State / Virginia Ave & 21st St NW,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20134,Member,2012
223,7/11/2012 20:09,7/11/2012 20:13,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W00946,Member,2012
1296,7/11/2012 20:16,7/11/2012 20:38,31228,8th & H St NW,31610,Eastern Market / 7th & North Carolina Ave SE,W00363,Member,2012
952,7/11/2012 20:43,7/11/2012 20:59,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31625,3rd & G St SE,W00896,Member,2012
390,7/11/2012 20:44,7/11/2012 20:50,31600,5th & K St NW,31603,1st & M St NE,W20075,Member,2012
294,7/11/2012 20:52,7/11/2012 20:57,31207,Georgia Ave and Fairmont St NW,31109,7th & T St NW,W20127,Member,2012
1251,7/11/2012 21:26,7/11/2012 21:47,31246,M St & Pennsylvania Ave NW,31111,10th & U St NW,W00289,Member,2012
1411,7/11/2012 21:26,7/11/2012 21:50,31605,3rd & D St SE,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20083,Casual,2012
382,7/11/2012 21:27,7/11/2012 21:33,31241,Thomas Circle,31212,21st & M St NW,W00122,Member,2012
253,7/11/2012 21:28,7/11/2012 21:32,31214,17th & Corcoran St NW,31233,17th & K St NW / Farragut Square,W00918,Member,2012
496,7/11/2012 21:30,7/11/2012 21:38,31111,10th & U St NW,31103,16th & Harvard St NW,W00730,Member,2012
985,7/11/2012 21:33,7/11/2012 21:49,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00451,Casual,2012
676,7/11/2012 21:35,7/11/2012 21:46,31110,20th St & Florida Ave NW,31102,11th & Kenyon St NW,W01494,Member,2012
867,7/11/2012 21:46,7/11/2012 22:00,31238,14th & G St NW,31506,1st & Rhode Island Ave NW,W00735,Member,2012
430,7/11/2012 21:48,7/11/2012 21:56,31111,10th & U St NW,31203,14th & Rhode Island Ave NW,W01338,Member,2012
735,7/11/2012 22:31,7/11/2012 22:43,31236,37th & O St NW / Georgetown University,31226,34th St & Wisconsin Ave NW,W00702,Member,2012
1224,7/11/2012 22:43,7/11/2012 23:03,31235,19th St & Constitution Ave NW,31222,New York Ave & 15th St NW,W01387,Casual,2012
245,7/11/2012 23:14,7/11/2012 23:19,31610,Eastern Market / 7th & North Carolina Ave SE,31618,4th & East Capitol St NE,W01336,Member,2012
580,7/11/2012 23:22,7/11/2012 23:31,31203,14th & Rhode Island Ave NW,31229,New Hampshire Ave & T St NW,W20026,Member,2012
1257,7/11/2012 23:23,7/11/2012 23:44,31205,21st & I St NW,31604,3rd & H St NW,W00597,Member,2012
328,7/11/2012 23:43,7/11/2012 23:48,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W01445,Member,2012
265,7/12/2012 0:08,7/12/2012 0:13,31251,12th & L St NW,31239,Rhode Island & Connecticut Ave NW,W00093,Member,2012
492,7/12/2012 6:45,7/12/2012 6:53,31214,17th & Corcoran St NW,31220,US Dept of State / Virginia Ave & 21st St NW,W00977,Member,2012
283,7/12/2012 7:00,7/12/2012 7:05,31108,4th & M St SW,31243,4th & C St SW,W01346,Member,2012
224,7/12/2012 7:09,7/12/2012 7:13,31612,D St & Maryland Ave NE,31623,Columbus Circle / Union Station,W00936,Member,2012
487,7/12/2012 7:10,7/12/2012 7:18,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00853,Member,2012
1061,7/12/2012 7:22,7/12/2012 7:40,31500,4th & W St NE,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00854,Member,2012
367,7/12/2012 7:25,7/12/2012 7:31,31110,20th St & Florida Ave NW,31212,21st & M St NW,W01348,Member,2012
1399,7/12/2012 7:27,7/12/2012 7:50,31203,14th & Rhode Island Ave NW,31231,14th & D St NW / Ronald Reagan Building,W01442,Casual,2012
197,7/12/2012 7:29,7/12/2012 7:32,31113,Columbia Rd & Belmont St NW,31106,Calvert & Biltmore St NW,W00767,Member,2012
830,7/12/2012 7:31,7/12/2012 7:45,31304,36th & Calvert St NW / Glover Park,31255,24th & N St NW,W01351,Member,2012
151,7/12/2012 7:35,7/12/2012 7:37,31013,Eads & 22nd St S,31007,Crystal City Metro / 18th & Bell St,W20169,Member,2012
400,7/12/2012 7:43,7/12/2012 7:50,31619,Lincoln Park / 13th & East Capitol St NE ,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01065,Member,2012
1155,7/12/2012 7:45,7/12/2012 8:05,31305,Connecticut Ave & Newark St NW / Cleveland Park,31212,21st & M St NW,W00614,Member,2012
925,7/12/2012 7:48,7/12/2012 8:04,31116,California St & Florida Ave NW,31620,5th & F St NW,W00207,Member,2012
966,7/12/2012 7:59,7/12/2012 8:15,31622,13th & D St NE,31228,8th & H St NW,W01137,Member,2012
835,7/12/2012 8:01,7/12/2012 8:15,31616,3rd & H St NE,31218,L'Enfant Plaza / 7th & C St SW,W00842,Member,2012
647,7/12/2012 8:06,7/12/2012 8:17,31611,13th & H St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00470,Member,2012
825,7/12/2012 8:10,7/12/2012 8:24,31109,7th & T St NW,31100,19th St & Pennsylvania Ave NW,W20127,Member,2012
805,7/12/2012 8:13,7/12/2012 8:26,31200,Massachusetts Ave & Dupont Circle NW,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W00435,Member,2012
486,7/12/2012 8:18,7/12/2012 8:26,31116,California St & Florida Ave NW,31201,15th & P St NW,W00364,Member,2012
365,7/12/2012 8:31,7/12/2012 8:37,31009,27th & Crystal Dr,31003,15th & Crystal Dr,W00588,Member,2012
991,7/12/2012 8:35,7/12/2012 8:52,31206,19th & E Street NW,31243,4th & C St SW,W01369,Member,2012
950,7/12/2012 8:39,7/12/2012 8:55,31107,Lamont & Mt Pleasant NW,31212,21st & M St NW,W00709,Member,2012
7714,7/12/2012 8:52,7/12/2012 11:01,31212,21st & M St NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01093,Casual,2012
182,7/12/2012 9:14,7/12/2012 9:17,31604,3rd & H St NW,31624,North Capitol St & F St NW,W00133,Member,2012
575,7/12/2012 9:16,7/12/2012 9:26,31235,19th St & Constitution Ave NW,31239,Rhode Island & Connecticut Ave NW,W20031,Member,2012
1338,7/12/2012 9:23,7/12/2012 9:45,31213,17th & K St NW,31225,C & O Canal & Wisconsin Ave NW,W01486,Member,2012
895,7/12/2012 9:26,7/12/2012 9:41,31241,Thomas Circle,31620,5th & F St NW,W01110,Member,2012
716,7/12/2012 9:29,7/12/2012 9:41,31201,15th & P St NW,31216,14th St & New York Ave NW,W01408,Member,2012
944,7/12/2012 9:30,7/12/2012 9:46,31611,13th & H St NE,31628,1st & K St SE,W20161,Member,2012
1444,7/12/2012 9:37,7/12/2012 10:01,31219,10th St & Constitution Ave NW,31247,Jefferson Dr & 14th St SW,W00841,Casual,2012
847,7/12/2012 10:22,7/12/2012 10:37,31107,Lamont & Mt Pleasant NW,31212,21st & M St NW,W01208,Member,2012
968,7/12/2012 10:29,7/12/2012 10:45,31247,Jefferson Dr & 14th St SW,31610,Eastern Market / 7th & North Carolina Ave SE,W20106,Member,2012
924,7/12/2012 10:29,7/12/2012 10:45,31108,4th & M St SW,31222,New York Ave & 15th St NW,W00513,Member,2012
1708,7/12/2012 10:35,7/12/2012 11:03,31603,1st & M St NE,31243,4th & C St SW,W00434,Member,2012
363,7/12/2012 10:40,7/12/2012 10:46,31612,D St & Maryland Ave NE,31610,Eastern Market / 7th & North Carolina Ave SE,W20075,Member,2012
13395,7/12/2012 11:27,7/12/2012 15:10,31216,14th St & New York Ave NW,31201,15th & P St NW,W01342,Casual,2012
468,7/12/2012 11:28,7/12/2012 11:35,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31623,Columbus Circle / Union Station,W01332,Member,2012
333,7/12/2012 12:01,7/12/2012 12:06,31103,16th & Harvard St NW,31214,17th & Corcoran St NW,W00217,Member,2012
630,7/12/2012 12:11,7/12/2012 12:22,31623,Columbus Circle / Union Station,31605,3rd & D St SE,W01065,Casual,2012
695,7/12/2012 12:20,7/12/2012 12:32,31237,25th St & Pennsylvania Ave NW,31241,Thomas Circle,W20163,Member,2012
235,7/12/2012 12:41,7/12/2012 12:45,31618,4th & East Capitol St NE,31605,3rd & D St SE,W00881,Member,2012
220,7/12/2012 12:55,7/12/2012 12:59,31234,20th & O St NW / Dupont South,31110,20th St & Florida Ave NW,W01220,Member,2012
394,7/12/2012 12:57,7/12/2012 13:04,31200,Massachusetts Ave & Dupont Circle NW,31246,M St & Pennsylvania Ave NW,W01371,Member,2012
620,7/12/2012 12:59,7/12/2012 13:09,31110,20th St & Florida Ave NW,31205,21st & I St NW,W01003,Casual,2012
298,7/12/2012 13:32,7/12/2012 13:37,31003,15th & Crystal Dr,31012,26th & S Clark St,W01059,Member,2012
459,7/12/2012 13:53,7/12/2012 14:01,31014,Lynn & 19th St North,31225,C & O Canal & Wisconsin Ave NW,W01383,Member,2012
696,7/12/2012 14:10,7/12/2012 14:21,31304,36th & Calvert St NW / Glover Park,31014,Lynn & 19th St North,W01498,Member,2012
177,7/12/2012 14:18,7/12/2012 14:21,31234,20th & O St NW / Dupont South,31212,21st & M St NW,W01265,Member,2012
493,7/12/2012 14:28,7/12/2012 14:36,31621,4th & D St NW / Judiciary Square,31616,3rd & H St NE,W00788,Member,2012
1077,7/12/2012 14:30,7/12/2012 14:48,31500,4th & W St NE,31256,10th & E St NW,W00790,Member,2012
505,7/12/2012 14:32,7/12/2012 14:40,31607,14th & D St SE,31605,3rd & D St SE,W20122,Member,2012
782,7/12/2012 14:38,7/12/2012 14:51,31228,8th & H St NW,31251,12th & L St NW,W01027,Casual,2012
445,7/12/2012 15:09,7/12/2012 15:16,31212,21st & M St NW,31225,C & O Canal & Wisconsin Ave NW,W20162,Member,2012
526,7/12/2012 15:19,7/12/2012 15:28,31623,Columbus Circle / Union Station,31603,1st & M St NE,W00866,Member,2012
482,7/12/2012 15:25,7/12/2012 15:33,31301,Ward Circle / American University,31302,Wisconsin Ave & Newark St NW,W00144,Member,2012
561,7/12/2012 15:43,7/12/2012 15:53,31603,1st & M St NE,31614,11th & H St NE,W00134,Member,2012
723,7/12/2012 16:23,7/12/2012 16:35,31205,21st & I St NW,31609,Maine Ave & 7th St SW,W00889,Member,2012
1209,7/12/2012 16:24,7/12/2012 16:44,31242,18th St & Pennsylvania Ave NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00268,Casual,2012
488,7/12/2012 16:31,7/12/2012 16:39,31218,L'Enfant Plaza / 7th & C St SW,31227,13th St & New York Ave NW,W20063,Member,2012
11149,7/12/2012 16:33,7/12/2012 19:39,31610,Eastern Market / 7th & North Carolina Ave SE,31230,Metro Center / 12th & G St NW,W20075,Casual,2012
689,7/12/2012 16:53,7/12/2012 17:05,31622,13th & D St NE,31623,Columbus Circle / Union Station,W00432,Member,2012
361,7/12/2012 16:54,7/12/2012 17:00,31104,Adams Mill & Columbia Rd NW,31229,New Hampshire Ave & T St NW,W01061,Member,2012
777,7/12/2012 16:58,7/12/2012 17:11,31247,Jefferson Dr & 14th St SW,31230,Metro Center / 12th & G St NW,W01446,Casual,2012
644,7/12/2012 17:02,7/12/2012 17:13,31242,18th St & Pennsylvania Ave NW,31624,North Capitol St & F St NW,W00361,Member,2012
1474,7/12/2012 17:06,7/12/2012 17:30,31209,1st & N St  SE,31246,M St & Pennsylvania Ave NW,W00812,Member,2012
786,7/12/2012 17:10,7/12/2012 17:23,31242,18th St & Pennsylvania Ave NW,31116,California St & Florida Ave NW,W01231,Member,2012
587,7/12/2012 17:21,7/12/2012 17:31,31212,21st & M St NW,31101,14th & V St NW,W00748,Member,2012
934,7/12/2012 17:36,7/12/2012 17:51,31203,14th & Rhode Island Ave NW,31506,1st & Rhode Island Ave NW,W20165,Casual,2012
300,7/12/2012 17:38,7/12/2012 17:43,31216,14th St & New York Ave NW,31100,19th St & Pennsylvania Ave NW,W01232,Member,2012
281,7/12/2012 17:41,7/12/2012 17:46,31023,Fairfax Dr & Wilson Blvd,31024,Virginia Square Metro / N Monroe St & 9th St N,W00352,Member,2012
258,7/12/2012 17:42,7/12/2012 17:47,31612,D St & Maryland Ave NE,31614,11th & H St NE,W01090,Member,2012
66,7/12/2012 17:46,7/12/2012 17:47,31019,Wilson Blvd & N Edgewood St,31022,Clarendon Metro / Wilson Blvd & N Highland St,W20124,Member,2012
1110,7/12/2012 17:47,7/12/2012 18:06,31225,C & O Canal & Wisconsin Ave NW,31109,7th & T St NW,W01298,Member,2012
1248,7/12/2012 17:48,7/12/2012 18:08,31244,4th & E St SW,31203,14th & Rhode Island Ave NW,W20121,Member,2012
242,7/12/2012 17:48,7/12/2012 17:52,31233,17th & K St NW / Farragut Square,31221,18th & M St NW,W00557,Member,2012
1080,7/12/2012 17:50,7/12/2012 18:08,31228,8th & H St NW,31104,Adams Mill & Columbia Rd NW,W01172,Member,2012
146,7/12/2012 17:50,7/12/2012 17:52,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W00359,Member,2012
416,7/12/2012 17:57,7/12/2012 18:04,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01063,Member,2012
1145,7/12/2012 18:00,7/12/2012 18:19,31243,4th & C St SW,31233,17th & K St NW / Farragut Square,W00725,Casual,2012
227,7/12/2012 18:03,7/12/2012 18:07,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W01037,Member,2012
775,7/12/2012 18:04,7/12/2012 18:17,31624,North Capitol St & F St NW,31201,15th & P St NW,W01257,Member,2012
998,7/12/2012 18:06,7/12/2012 18:22,31204,20th & E St NW,31203,14th & Rhode Island Ave NW,W01392,Member,2012
1093,7/12/2012 18:13,7/12/2012 18:31,31616,3rd & H St NE,31609,Maine Ave & 7th St SW,W00788,Member,2012
1436,7/12/2012 18:20,7/12/2012 18:44,31239,Rhode Island & Connecticut Ave NW,31628,1st & K St SE,W01163,Member,2012
415,7/12/2012 18:34,7/12/2012 18:41,31254,15th & K St NW,31600,5th & K St NW,W00328,Member,2012
530,7/12/2012 18:39,7/12/2012 18:48,31204,20th & E St NW,31224,19th & L St NW,W20026,Member,2012
679,7/12/2012 18:42,7/12/2012 18:53,31205,21st & I St NW,31228,8th & H St NW,W00307,Member,2012
178,7/12/2012 18:42,7/12/2012 18:45,31404,9th & Upshur St NW,31400,Georgia & New Hampshire Ave NW,W00113,Member,2012
439,7/12/2012 18:42,7/12/2012 18:49,31623,Columbus Circle / Union Station,31603,1st & M St NE,W00485,Member,2012
971,7/12/2012 18:52,7/12/2012 19:09,31237,25th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00412,Member,2012
827,7/12/2012 19:00,7/12/2012 19:14,31215,Georgetown Harbor / 30th St NW,31202,14th & R St NW,W00272,Member,2012
402,7/12/2012 19:08,7/12/2012 19:14,31019,Wilson Blvd & N Edgewood St,31017,Wilson Blvd & N Uhle St,W00876,Casual,2012
587,7/12/2012 19:11,7/12/2012 19:21,31201,15th & P St NW,31503,Florida Ave & R St NW,W00186,Member,2012
358,7/12/2012 19:13,7/12/2012 19:19,31221,18th & M St NW,31206,19th & E Street NW,W00106,Member,2012
648,7/12/2012 19:20,7/12/2012 19:30,31241,Thomas Circle,31207,Georgia Ave and Fairmont St NW,W01396,Member,2012
851,7/12/2012 19:20,7/12/2012 19:34,31251,12th & L St NW,31202,14th & R St NW,W01171,Member,2012
1460,7/12/2012 19:27,7/12/2012 19:51,31235,19th St & Constitution Ave NW,31222,New York Ave & 15th St NW,W00938,Casual,2012
289,7/12/2012 19:30,7/12/2012 19:35,31606,Potomac & Pennsylvania Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01154,Member,2012
672,7/12/2012 19:43,7/12/2012 19:54,31111,10th & U St NW,31228,8th & H St NW,W00705,Member,2012
742,7/12/2012 19:56,7/12/2012 20:08,31305,Connecticut Ave & Newark St NW / Cleveland Park,31103,16th & Harvard St NW,W00601,Member,2012
202,7/12/2012 20:08,7/12/2012 20:11,31106,Calvert & Biltmore St NW,31113,Columbia Rd & Belmont St NW,W00822,Member,2012
585,7/12/2012 20:27,7/12/2012 20:37,31256,10th & E St NW,31216,14th St & New York Ave NW,W01220,Casual,2012
629,7/12/2012 20:42,7/12/2012 20:53,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,31305,Connecticut Ave & Newark St NW / Cleveland Park,W20000,Member,2012
3943,7/12/2012 20:49,7/12/2012 21:55,31242,18th St & Pennsylvania Ave NW,31241,Thomas Circle,W00971,Casual,2012
1042,7/12/2012 20:55,7/12/2012 21:12,31602,Park Rd & Holmead Pl NW,31223,Convention Center / 7th & M St NW,W01325,Member,2012
456,7/12/2012 21:16,7/12/2012 21:24,31021,Clarendon Blvd & N Fillmore St,31034,N Randolph St & Fairfax Dr,W00677,Member,2012
1118,7/12/2012 21:17,7/12/2012 21:36,31246,M St & Pennsylvania Ave NW,31251,12th & L St NW,W00925,Member,2012
174,7/12/2012 21:22,7/12/2012 21:25,31101,14th & V St NW,31229,New Hampshire Ave & T St NW,W00448,Member,2012
486,7/12/2012 21:26,7/12/2012 21:34,31603,1st & M St NE,31500,4th & W St NE,W01342,Member,2012
290,7/12/2012 21:38,7/12/2012 21:43,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00507,Member,2012
625,7/12/2012 21:38,7/12/2012 21:49,31207,Georgia Ave and Fairmont St NW,31505,Eckington Pl & Q St NE,W01278,Member,2012
